State,Date,Retail_and_recreation_percent_change_from_baseline,Grocery_and_pharmacy_percent_change_from_baseline,Parks_percent_change_from_baseline,Workplaces_percent_change_from_baseline,Transit_stations_percent_change_from_baseline,Residential_percent_change_from_baseline
Alabama,15-Feb,5.155172414,0.230769231,49.57142857,0.784313725,5.761904762,-0.863636364
Alabama,16-Feb,-1.454545455,-4.015625,-5.476190476,-1.92,2.136363636,0.523809524
Alabama,17-Feb,-1.169491525,-4.476190476,12.93333333,-16.26470588,5.727272727,4.333333333
Alabama,18-Feb,-4.280701754,-5,-12.46666667,0.338235294,-0.681818182,1.435897436
Alabama,19-Feb,1.438596491,-0.73015873,6.666666667,1.397058824,3.714285714,0
Alabama,20-Feb,-7.568965517,-6.6875,-27.58823529,-0.676470588,1.363636364,2.923076923
Alabama,21-Feb,0.523809524,-2.8,9.333333333,1.441176471,6.136363636,0.315789474
Alabama,22-Feb,4.913793103,0.784615385,61.58333333,4.764705882,10.31818182,-1.454545455
Alabama,23-Feb,3.145454545,0.349206349,12.05555556,1.06,10.81818182,-0.333333333
Alabama,24-Feb,-3.684210526,-5.85483871,-19.6,0.617647059,-1.5,2.153846154
Alabama,25-Feb,8.403508772,-0.609375,31.83333333,0.985294118,5.681818182,-0.41025641
Alabama,26-Feb,18.63157895,3.492063492,5,1.882352941,10.71428571,-1.205128205
Alabama,27-Feb,16.64912281,5.838709677,9.846153846,2.102941176,10.18181818,-0.974358974
Alabama,28-Feb,14.22580645,6.015625,20.35714286,1,8,-1.578947368
Alabama,29-Feb,19.68965517,9.015625,73.33333333,4.058823529,19.6,-3.043478261
Alabama,1-Mar,22.57407407,9.836065574,43.86666667,2.92,22.2,-2.095238095
Alabama,2-Mar,10.03508772,2.380952381,-11.93333333,2.507462687,2.590909091,0.564102564
Alabama,3-Mar,26.51785714,15.20967742,33.25,1.617647059,5.636363636,-1.384615385
Alabama,4-Mar,7.421052632,-1.492063492,-5.583333333,-0.294117647,2.80952381,1.076923077
Alabama,5-Mar,10.10526316,6.09375,-1,1.573529412,4.409090909,0.794871795
Alabama,6-Mar,9.147540984,1.578125,27.35714286,1.75,9.636363636,-1.078947368
Alabama,7-Mar,14.43103448,5.96875,75.81818182,6.784313725,19.35,-2.636363636
Alabama,8-Mar,14.94444444,6.919354839,57.92307692,3.34,19.85714286,-1.333333333
Alabama,9-Mar,11.75438596,6.063492063,35.23076923,2.164179104,7.5,-1
Alabama,10-Mar,10.49122807,5.682539683,21,0.573529412,5.181818182,0.076923077
Alabama,11-Mar,10.66666667,6.5,27.08333333,0.911764706,6.666666667,-0.846153846
Alabama,12-Mar,14.21052632,18.61290323,43.53846154,1.343283582,9.954545455,-1.384615385
Alabama,13-Mar,8.095238095,28.15625,23.2,-0.323529412,7.136363636,-0.189189189
Alabama,14-Mar,7.034482759,28.34920635,61.18181818,3.960784314,13.55,-0.363636364
Alabama,15-Mar,-1.690909091,16.7704918,2.529411765,-2.98,7.272727273,2.476190476
Alabama,16-Mar,1.719298246,22.73770492,13.92857143,-6.411764706,2.136363636,3.513513514
Alabama,17-Mar,-5.894736842,15.77419355,27.16666667,-12.66176471,1.090909091,5.864864865
Alabama,18-Mar,-9.103448276,14.04918033,42,-16.52941176,-0.619047619,7
Alabama,19-Mar,-14.16949153,16.80327869,22.33333333,-19.67647059,-2.863636364,8.891891892
Alabama,20-Mar,-24.90625,10.6875,5.333333333,-23.80882353,-10.625,12.42424242
Alabama,21-Mar,-28.78688525,8.828125,22.42857143,-14.2037037,-9.681818182,8.142857143
Alabama,22-Mar,-35.33333333,-5.322580645,1.5,-25.23529412,-19.54545455,8.882352941
Alabama,23-Mar,-28.98275862,-4.492063492,-16.6,-27.30882353,-20.30434783,13.5
Alabama,24-Mar,-27.38333333,-5.426229508,2.75,-28.61764706,-14.22727273,13.36363636
Alabama,25-Mar,-22.71186441,-2.838709677,34.4,-29.63235294,-12.18181818,12.24242424
Alabama,26-Mar,-24.4,0.015873016,28.27272727,-30.02941176,-16.2173913,13.03030303
Alabama,27-Mar,-27.53125,-0.796875,41.21428571,-31.63235294,-23.29166667,14.46875
Alabama,28-Mar,-29.86666667,1.90625,21.45454545,-19.12962963,-24.04347826,8.7
Alabama,29-Mar,-35.85454545,-10.96774194,18.92307692,-28.64705882,-29.2173913,9.529411765
Alabama,30-Mar,-29.55,-9.444444444,7,-31.47058824,-23.95652174,13.46875
Alabama,31-Mar,-33.60655738,-10.703125,-19.42857143,-34.26470588,-22.34782609,16.38709677
Alabama,1-Apr,-19.40677966,9.1,21,-33.36764706,-16.86363636,13.45454545
Alabama,2-Apr,-25.51666667,6.64516129,11.91666667,-33.73529412,-22.26086957,15
Alabama,3-Apr,-24.578125,16.5,25.8,-34.73529412,-28.56,15.32258065
Alabama,4-Apr,-34.88333333,13.1875,5.833333333,-23.96296296,-34.17391304,10.78947368
Alabama,5-Apr,-47.29824561,-14.265625,3.294117647,-33.53846154,-40.95833333,12.07692308
Alabama,6-Apr,-36.61764706,-10.3125,1.428571429,-35.16176471,-28.73913043,15.58064516
Alabama,7-Apr,-37.23529412,-10.90625,-13.64285714,-37.36764706,-27.43478261,17.06451613
Alabama,8-Apr,-35.02857143,-7.636363636,1.833333333,-38.27941176,-28.79166667,16.67741935
Alabama,9-Apr,-32.45714286,-2.25,5.846153846,-37.69117647,-28.25,16.76666667
Alabama,10-Apr,-31.76923077,-1.861111111,8.4,-44.26470588,-35.72,19.4
Alabama,11-Apr,-35.80555556,5.142857143,21.46153846,-26.2962963,-36.04347826,10.05263158
Alabama,12-Apr,-61.35294118,-44.16666667,-47.04166667,-41.11538462,-50.5,13.23076923
Alabama,13-Apr,-28.58823529,-9.138888889,-7.642857143,-35.58823529,-29,14.13333333
Alabama,14-Apr,-25.88235294,-5.638888889,3.538461538,-34.85294118,-22.86956522,14.96774194
Alabama,15-Apr,-13.94117647,1.742857143,11.54545455,-34.83823529,-21.20833333,14.16129032
Alabama,16-Apr,-20.58333333,0.457142857,14.75,-34.19117647,-24.375,15.29032258
Alabama,17-Apr,-25.1025641,-5.405405405,30.35714286,-35.05882353,-30.84,16.06666667
Alabama,18-Apr,-26.66666667,0.567567568,12.45454545,-22.03703704,-25.18181818,9.2
Alabama,19-Apr,-41.26470588,-22.53125,-40.73913043,-34.58823529,-42.47826087,12.46666667
Alabama,20-Apr,-17.94117647,-3.694444444,9.416666667,-32.76470588,-23.875,12.9375
Alabama,21-Apr,-18.33333333,-1.382352941,17.75,-32.95588235,-18.56521739,13.35483871
Alabama,22-Apr,-17.71428571,0.8,13.09090909,-33.86764706,-18.86956522,13.9375
Alabama,23-Apr,-31.83333333,-10.56756757,-25.38888889,-37.38235294,-28,18.83333333
Alabama,24-Apr,-21.79487179,-0.243243243,34.21428571,-33.29411765,-24,15.13333333
Alabama,25-Apr,-25.13888889,1.611111111,16.90909091,-20.42592593,-22.13636364,8.80952381
Alabama,26-Apr,-24.57575758,-3.806451613,19.42857143,-28.11764706,-26.7826087,8.529411765
Alabama,27-Apr,-15.91176471,-1.277777778,18.16666667,-31.25,-19.95652174,12.96875
Alabama,28-Apr,-16.3030303,0.588235294,22.45454545,-31.36764706,-16.09090909,7.060606061
Alabama,29-Apr,-16.91176471,0.428571429,-6.230769231,-33.22058824,-19.56521739,15
Alabama,30-Apr,-12.02777778,7.272727273,17.66666667,-31.04411765,-12.63636364,13.09375
Alabama,1-May,-10.63157895,10.83783784,37.09090909,-30.86764706,-15.08695652,12.19354839
Alabama,2-May,-13.16666667,13.52777778,46.1,-17.18518519,-7.681818182,5.428571429
Alabama,3-May,-14.28125,9.258064516,48.5,-24.29411765,-14.77272727,5.444444444
Alabama,4-May,-6.323529412,8.647058824,15.83333333,-26.83823529,-12.82608696,10.06060606
Alabama,5-May,-7.484848485,11.48484848,17.69230769,-28.07352941,-10.82608696,10.90909091
Alabama,6-May,-5.676470588,11.44117647,37.7,-28.83823529,-7.363636364,10.72727273
Alabama,7-May,-9.638888889,11.47058824,35.5,-28.80882353,-6.454545455,11.24242424
Alabama,8-May,-17.86842105,3.27027027,-1.125,-30.52941176,-16.43478261,14.65625
Alabama,9-May,-7.25,24.76470588,39.63636364,-16.51851852,-3.909090909,5
Alabama,10-May,-12.84375,17.48275862,49.9,-20.45098039,-10.63636364,3.473684211
Alabama,11-May,-6.088235294,3.694444444,29.75,-24.89705882,-6.681818182,9.333333333
Alabama,12-May,-4.242424242,6.424242424,32.1,-25.05882353,-7,9.545454545
Alabama,13-May,0.176470588,8.441176471,47.5,-25.80882353,-6.318181818,9.272727273
Alabama,14-May,-3.6,9.119047619,46.71428571,-25.75,-7.363636364,8.941176471
Alabama,15-May,-8.295454545,3.914893617,44.72727273,-27.16176471,-10.04347826,10.40625
Alabama,16-May,-6.857142857,11.97368421,61.18181818,-12.71698113,-2.80952381,3.761904762
Alabama,17-May,-11.55263158,2.3125,23.54545455,-19.37254902,-10.18181818,5.526315789
Alabama,18-May,-3.641025641,2.463414634,15.85714286,-23.33823529,-10.65217391,9.65625
Alabama,19-May,-0.230769231,7.697674419,43.44444444,-23.85294118,-6.363636364,8.757575758
Alabama,20-May,3.894736842,10.975,46.22222222,-24.45588235,-1.590909091,8.228571429
Alabama,21-May,1,12.66666667,46.57142857,-25.01470588,0.363636364,8.558823529
Alabama,22-May,-5.744186047,6.553191489,38.21428571,-27.67647059,-1.086956522,10.21875
Alabama,23-May,-6.023809524,15.02702703,52.8,-14.2037037,5,3.285714286
Alabama,24-May,-6.891891892,13.375,65.44444444,-20.04,-7.954545455,3.052631579
Alabama,25-May,-16.15384615,2.305555556,55.22222222,-64.57352941,-10.27272727,17.16666667
Alabama,26-May,-7.256410256,1.906976744,-6.583333333,-25.29411765,-5.173913043,9.787878788
Alabama,27-May,-4.538461538,2.390243902,14.08333333,-24.92647059,-5.181818182,10.11764706
Alabama,28-May,-0.45,9.857142857,34.88888889,-23.63235294,-0.136363636,8.852941176
Alabama,29-May,-5,3.787234043,47.25,-23.85294118,-3.608695652,9.1875
Alabama,30-May,-3.595238095,11.52631579,71.7,-4.962264151,7.3,2.272727273
Alabama,31-May,-3.297297297,7.806451613,65,-13.38,3.681818182,3.05
Alabama,1-Jun,4.368421053,10.14634146,40.5,-22.77941176,-0.272727273,6.939393939
Alabama,2-Jun,2,8.441860465,47.55555556,-22.47058824,-0.739130435,7.647058824
Alabama,3-Jun,8.026315789,13.525,45.75,-23.5,1.590909091,7.111111111
Alabama,4-Jun,1.325,11.47619048,39.2,-22.94117647,-0.090909091,7.714285714
Alabama,5-Jun,-5.441860465,4.212765957,38.92307692,-24.41176471,-2.173913043,9
Alabama,6-Jun,-3.404761905,11.76315789,52.6,-8.173076923,10.4,2.5
Alabama,7-Jun,-7.324324324,2.875,20.4,-15.7254902,-4.136363636,4.25
Alabama,8-Jun,-5.736842105,0.804878049,4.5,-22.72058824,-7.956521739,8.484848485
Alabama,9-Jun,-4.051282051,2.209302326,5.615384615,-22.42647059,-4.772727273,8.575757576
Alabama,10-Jun,3.026315789,8.2,47.875,-23,0.454545455,7.228571429
Alabama,11-Jun,1.825,10.5,55.375,-22.13235294,4.5,6.542857143
Alabama,12-Jun,-3.545454545,5.127659574,74.3,-23.55882353,2.318181818,7.125
Alabama,13-Jun,-1.333333333,12.02631579,82.77777778,-6.259259259,18.94736842,1.136363636
Alabama,14-Jun,-2.621621622,7.7,61.44444444,-13.3,12.22727273,2.2
Alabama,15-Jun,1.052631579,5.682926829,57.44444444,-21.88235294,2.772727273,6.272727273
Alabama,16-Jun,2,7.511627907,65.5,-22.58823529,2.130434783,6.545454545
Alabama,17-Jun,4.447368421,9.025,73.5,-23.35294118,3.818181818,6.363636364
Alabama,18-Jun,1,8.238095238,68.44444444,-23.69117647,5.227272727,6.558823529
Alabama,19-Jun,-2.090909091,5.744680851,77.5,-24.79411765,6.545454545,6.5
Alabama,20-Jun,1.857142857,18.55263158,83.11111111,-6.943396226,22.6,0.636363636
Alabama,21-Jun,-5.297297297,9.806451613,42.9,-14.29411765,8.454545455,1.8
Alabama,22-Jun,-5.026315789,-0.609756098,22.18181818,-24.86764706,4.090909091,7.9375
Alabama,23-Jun,-2.58974359,3,26.83333333,-24.80882353,0.863636364,8.363636364
Alabama,24-Jun,-0.282051282,3.585365854,23,-24.66176471,2.909090909,8.060606061
Alabama,25-Jun,-2.4,5.829268293,43.66666667,-24.22058824,6.045454545,8
Alabama,26-Jun,-6.644444444,-1.106382979,40.28571429,-24.95588235,5.227272727,8.34375
Alabama,27-Jun,-4.046511628,5.815789474,51.11111111,-7.903846154,21.57894737,2.272727273
Alabama,28-Jun,-5.837837838,3.909090909,50.22222222,-12.6,13.61904762,2.95
Alabama,29-Jun,-2,0.780487805,31.81818182,-25.89705882,1.863636364,7.545454545
Alabama,30-Jun,1.974358974,3.720930233,40.22222222,-26.22058824,0.590909091,7.727272727
Alabama,1-Jul,8.974358974,11.975,35.11111111,-28.58823529,5.695652174,7.757575758
Alabama,2-Jul,12.76923077,22.26190476,48,-30.97058824,17.14285714,7.060606061
Alabama,3-Jul,1.547619048,20.67391304,66.09090909,-52.60294118,1.090909091,13.1
Alabama,4-Jul,-28,6.081081081,52.6,-28.73214286,-8.409090909,3.761904762
Alabama,5-Jul,-12.24324324,-3.181818182,28.66666667,-20.54901961,11.95,3.421052632
Alabama,6-Jul,-0.447368421,3.56097561,30.90909091,-29.07352941,7.045454545,8.1875
Alabama,7-Jul,-1.923076923,2.906976744,31,-27.13235294,0.409090909,8.09375
Alabama,8-Jul,0.846153846,4.6,38.6,-26.36764706,0.863636364,7.575757576
Alabama,9-Jul,-1.825,6.214285714,46,-25.85294118,4.142857143,7.8125
Alabama,10-Jul,-7.227272727,-0.234042553,40.83333333,-26.5,-0.090909091,8.4375
Alabama,11-Jul,-4.666666667,8.210526316,68.1,-7.076923077,16.72222222,2.181818182
Alabama,12-Jul,-11.59459459,-2,23.09090909,-17.28,5.590909091,5
Alabama,13-Jul,-2.552631579,1.487804878,28.5,-25.25,-0.142857143,7.1875
Alabama,14-Jul,0.615384615,5,57.5,-25.89705882,1.272727273,7.0625
Alabama,15-Jul,0.578947368,5.125,37.42857143,-26.04411765,2.363636364,7.3125
Alabama,16-Jul,-3.625,6.619047619,37.33333333,-25.48529412,2.772727273,7.727272727
Alabama,17-Jul,-8.022727273,-0.680851064,38.16666667,-26.79411765,2.409090909,8.59375
Alabama,18-Jul,-5.720930233,7.131578947,53.36363636,-9.769230769,16,3.095238095
Alabama,19-Jul,-7.578947368,3.647058824,37.72727273,-17.4,7.727272727,3.789473684
Alabama,20-Jul,-5.789473684,-0.43902439,23,-26.29411765,-0.318181818,7.75
Alabama,21-Jul,-5.128205128,1.119047619,22.45454545,-26.77941176,-1.909090909,8.15625
Alabama,22-Jul,-0.921052632,5,39,-25.60294118,1.318181818,7.272727273
Alabama,23-Jul,-4.725,4.357142857,21.44444444,-25.29411765,3.363636364,7.727272727
Alabama,24-Jul,-8.772727273,-2.14893617,31,-26.5,1.045454545,8.59375
Alabama,25-Jul,-6.674418605,4.394736842,44.11111111,-9.169811321,14.6,3.047619048
Alabama,26-Jul,-8.236842105,2.352941176,36.7,-17.2,5.095238095,3.631578947
Alabama,27-Jul,-4.894736842,0.12195122,21.1,-26,-2.318181818,7.5
Alabama,28-Jul,-5.230769231,-0.418604651,23.09090909,-25.63235294,-2.409090909,7.848484848
Alabama,29-Jul,-2.710526316,0.268292683,28.11111111,-26.66176471,-0.090909091,7.848484848
Alabama,30-Jul,-4.45,2.19047619,31.44444444,-26.38235294,0.818181818,7.818181818
Alabama,31-Jul,-3.558139535,0.382978723,35.84615385,-27.04411765,1.142857143,7.6875
Alabama,1-Aug,-1.642857143,11.15789474,53,-8.634615385,15.7,1.952380952
Alabama,2-Aug,-4.842105263,5.878787879,41,-16.58823529,7.666666667,2.9
Alabama,3-Aug,3.27027027,7.170731707,29.90909091,-24.91176471,1.318181818,5.878787879
Alabama,4-Aug,1.051282051,5.952380952,34,-25.30882353,-0.636363636,6.393939394
Alabama,5-Aug,1.947368421,5.5,44,-25.72058824,1.818181818,6.029411765
Alabama,6-Aug,-2.975,4.785714286,37.45454545,-25.23529412,0.666666667,6.470588235
Alabama,7-Aug,-6.909090909,-1.391304348,39.23076923,-25.70588235,-0.727272727,6.90625
Alabama,8-Aug,-5.11627907,5.842105263,50.6,-9.188679245,12.42105263,1.952380952
Alabama,9-Aug,-6.5,3.636363636,30.2,-15.84,4.409090909,2.894736842
Alabama,10-Aug,-4.526315789,-0.170731707,19.38461538,-24.94117647,-2.523809524,6.4375
Alabama,11-Aug,-5,0.930232558,24.5,-25.27941176,-4.090909091,6.696969697
Alabama,12-Aug,-1.846153846,2.307692308,31.2,-25.25,-0.090909091,6.205882353
Alabama,13-Aug,-6.3,2.023809524,23.90909091,-25.08823529,-0.454545455,6.647058824
Alabama,14-Aug,-8.911111111,-4.723404255,19.30769231,-25.61764706,-3.913043478,7.40625
Alabama,15-Aug,-5.651162791,4.184210526,40.22222222,-9.773584906,5.789473684,2.333333333
Alabama,16-Aug,-7.552631579,2.735294118,35.44444444,-15.26,4.952380952,2.8
Alabama,17-Aug,-9.642857143,-3,30,-27.10344828,-12.33333333,5.71875
Alabama,18-Aug,-9.076923077,-1.727272727,28,-24.83333333,-12,5.588235294
Alabama,19-Aug,-7.846153846,-1.454545455,29,-25.76666667,-12,5.4
Alabama,20-Aug,-10,-4.636363636,18,-25.7,-12.66666667,6.114285714
Alabama,21-Aug,-11.55555556,-6.384615385,26,-26.28571429,-14.33333333,6.59375
Alabama,22-Aug,-12,-1.363636364,53,-11,-9,2.142857143
Alabama,23-Aug,-13.5,-2.636363636,34,-17.66666667,-13,3.35
Alabama,24-Aug,-14.28571429,-8.545454545,17,-25.48275862,-17.33333333,6.40625
Alabama,25-Aug,-13.76923077,-7.636363636,9,-25.26666667,-20.66666667,6.617647059
Alabama,26-Aug,-9.846153846,-4.545454545,19,-24.66666667,-17,6.060606061
Alabama,27-Aug,-12.23529412,-5.818181818,15,-24.4137931,-17.66666667,5.828571429
Alabama,28-Aug,-15.72222222,-10.30769231,9,-25.42857143,-18,7.484848485
Alabama,29-Aug,-12.70588235,-4,37,-11.66666667,-14.66666667,2.523809524
Alabama,30-Aug,-15.9375,-7.454545455,15,-18.55555556,-15.5,3.95
Alabama,31-Aug,-11.85714286,-7.272727273,15,-24.60714286,-16.66666667,5.393939394
Alabama,1-Sep,-7,1.636363636,20,-24.03448276,-13.33333333,4.457142857
Alabama,2-Sep,-7.538461538,-1.454545455,32,-24.66666667,-12.33333333,4.514285714
Alabama,3-Sep,-3.666666667,3.181818182,31,-24.62068966,-5,3.571428571
Alabama,4-Sep,-5.411764706,-0.846153846,40,-27.39285714,-6.333333333,3.939393939
Alabama,5-Sep,-8.235294118,4.090909091,73,-17.5,-3.333333333,0.476190476
Alabama,6-Sep,-8.285714286,2.181818182,82,-22.11111111,-14,0.842105263
Alabama,7-Sep,-15.28571429,-6.272727273,71,-69.16129032,-24,15.2173913
Alabama,8-Sep,-9.692307692,-2.090909091,29,-25.5,-12.66666667,3.794117647
Alabama,9-Sep,-7.230769231,-1.727272727,36,-24.7,-11.33333333,2.756756757
Alabama,10-Sep,-9.941176471,-2.909090909,33,-25.06896552,-13.33333333,2.485714286
Alabama,11-Sep,-8.133333333,-6.488888889,43.84615385,-22.67647059,-7,2.090909091
Alabama,12-Sep,-6.511627907,0.526315789,56.18181818,-11.27777778,-1.05,-0.318181818
Alabama,13-Sep,-9.368421053,0.484848485,33.91666667,-18.3,-2.142857143,1.3
Alabama,14-Sep,-5.282051282,1.225,21.23076923,-19.67647059,-6.333333333,2.970588235
Alabama,15-Sep,-8.641025641,0.30952381,12.44444444,-23.69117647,-14.71428571,5.029411765
Alabama,16-Sep,-24.58974359,-19.05128205,-2.692307692,-34.77941176,-23.91304348,7.764705882
Alabama,17-Sep,-8.125,-0.833333333,23.36363636,-27.02941176,-2.904761905,4.529411765
Alabama,18-Sep,-8.255813953,-5.5,34.57142857,-21.54411765,-5.130434783,3.34375
Alabama,19-Sep,-5.534883721,0.236842105,46.8,-8.942307692,-1.368421053,-0.136363636
Alabama,20-Sep,-6.918918919,1.363636364,38.8,-15.7,-2.15,1.15
Alabama,21-Sep,-5.131578947,-3.1,19.15384615,-20.42647059,-5.454545455,3.970588235
Alabama,22-Sep,-5.974358974,-4.325581395,21,-19.82352941,-5.714285714,4.028571429
Alabama,23-Sep,-5.282051282,-2.682926829,10.27272727,-19.51470588,-5.238095238,4.302325581
Alabama,24-Sep,-13.51219512,-7.857142857,-19.85714286,-19.89705882,-6.904761905,7.170731707
Alabama,25-Sep,-9.113636364,-7.255319149,7.5,-18.80882353,-6.409090909,4.951219512
Alabama,26-Sep,-10.58139535,-1.052631579,36.63636364,-8.722222222,-6.210526316,1.366666667
Alabama,27-Sep,-9.157894737,-3.764705882,29.33333333,-14.94,-3.263157895,2.466666667
Alabama,28-Sep,-10.78947368,-8,-8.692307692,-17.80882353,-10.85714286,5.243902439
Alabama,29-Sep,-7.358974359,-4.928571429,12.90909091,-18.41176471,-8.476190476,4.634146341
Alabama,30-Sep,-1.973684211,-0.926829268,20.27272727,-19.85294118,-4.80952381,2.422222222
Alabama,1-Oct,-0.475,4.547619048,23.25,-18.14705882,-2.619047619,1.272727273
Alabama,2-Oct,-0.581395349,0.106382979,29.6,-19.07352941,-3.409090909,1.390243902
Alabama,3-Oct,-2.595238095,4.026315789,40.63636364,-11,1.052631579,-0.967741935
Alabama,4-Oct,-4.105263158,0.794117647,34,-17.46,0.142857143,0.866666667
Alabama,5-Oct,-2.894736842,-0.585365854,14.92307692,-19.95588235,-5.227272727,2.19047619
Alabama,6-Oct,-2.769230769,-0.837209302,19.2,-19.95588235,-5.476190476,1.863636364
Alabama,7-Oct,-3.5,-1.43902439,24.18181818,-19.70588235,-2.523809524,2.422222222
Alabama,8-Oct,-6.525,-0.595238095,13.4,-19.19117647,1.238095238,3.227272727
Alabama,9-Oct,-11.95454545,-5.777777778,4.1875,-20.51470588,-8.869565217,6.219512195
Alabama,10-Oct,-18.90697674,-7.526315789,-8.8125,-11.87037037,-14.65,5.5
Alabama,11-Oct,-12.5,-3.352941176,2.866666667,-16.38,-4.095238095,3.666666667
Alabama,12-Oct,-8.736842105,-4.475,14.46153846,-26.76470588,-5.238095238,6.146341463
Alabama,13-Oct,-6.153846154,-2.880952381,26.22222222,-19.82352941,-5.523809524,3.930232558
Alabama,14-Oct,-5.026315789,-0.853658537,24.09090909,-18.67647059,-4.380952381,3.613636364
Alabama,15-Oct,-6.5,0.404761905,16.18181818,-18.66176471,-2.142857143,3.928571429
Alabama,16-Oct,-8,-4.97826087,18.14285714,-19.19117647,-4.5,3.975609756
Alabama,17-Oct,-6.744186047,0.842105263,49.18181818,-10.09259259,1.421052632,0.366666667
Alabama,18-Oct,-7.631578947,-1.882352941,32.27272727,-15.96,1.2,1.666666667
Alabama,19-Oct,-9.333333333,-3.85,11.53846154,-18.02941176,-8.095238095,3.857142857
Alabama,20-Oct,-8.615384615,-3.581395349,20.4,-17.57352941,-7.818181818,3.88372093
Alabama,21-Oct,-6.210526316,-1.634146341,19.36363636,-18.26470588,-4.333333333,3.590909091
Alabama,22-Oct,-8.12195122,-0.571428571,21.91666667,-17.66176471,-4.19047619,3.395348837
Alabama,23-Oct,-8.659090909,-5.688888889,19.06666667,-18.60294118,-7.19047619,3.756097561
Alabama,24-Oct,-14.65116279,-6.736842105,4.933333333,-12.44444444,-9.05,3.633333333
Alabama,25-Oct,-10.07894737,-2.470588235,25.25,-15.42,-1.8,1.7
Alabama,26-Oct,-8.794871795,-3.69047619,6.769230769,-16.76470588,-8.428571429,3.642857143
Alabama,27-Oct,-8.153846154,-3.195121951,12.54545455,-17.32352941,-7.285714286,3.651162791
Alabama,28-Oct,-8.925,-1.609756098,-13.75,-19.10294118,-12.33333333,5.204545455
Alabama,29-Oct,-9.575,-3.179487179,2.5,-31.19117647,-12.47619048,1.76744186
Alabama,30-Oct,-3.581395349,-1.404255319,9.733333333,-23.39705882,-9.454545455,0.261904762
Alabama,31-Oct,-3.302325581,8.078947368,47.41666667,-9.622641509,-10.85,-2.225806452
Alabama,1-Nov,-5.210526316,0.848484848,22.07692308,-14.86,-8.047619048,0.8
Alabama,2-Nov,-4.631578947,-2.56097561,-0.357142857,-18.42647059,-10.90909091,3.523809524
Alabama,3-Nov,12.05405405,8.756097561,30.875,-18.63235294,-8,1.5
Alabama,4-Nov,-5.41025641,-3.6,9.083333333,-17.85294118,-8.476190476,4.272727273
Alabama,5-Nov,-8.025,-1.12195122,8.25,-17.19117647,-8.666666667,4.209302326
Alabama,6-Nov,-9.772727273,-7.5,12.53333333,-17.45588235,-11.22727273,4.414634146
Alabama,7-Nov,-7.76744186,-2.513513514,32.33333333,-6.074074074,-8.05,1.466666667
Alabama,8-Nov,-8.210526316,-2.909090909,22.42857143,-13.68,-8.714285714,2.133333333
Alabama,9-Nov,-8.666666667,-4.975609756,-0.230769231,-16.55882353,-11.18181818,4.238095238
Alabama,10-Nov,-6.666666667,-2.4,-0.636363636,-17.82352941,-8.952380952,4.357142857
Alabama,11-Nov,-6.125,-5.325,-6.153846154,-32.04411765,-9.19047619,8.853658537
Alabama,12-Nov,-9.875,-0.857142857,1,-17.22058824,-9.857142857,4.785714286
Alabama,13-Nov,-9.931818182,-5.717391304,8.6875,-17.83823529,-11.95454545,4.536585366
Alabama,14-Nov,-6.046511628,-0.421052632,37.46153846,-7.596153846,-9.8,1.266666667
Alabama,15-Nov,-10.18421053,-3.151515152,4.933333333,-14.78,-9.047619048,2.866666667
Alabama,16-Nov,-8.205128205,-3.146341463,-4.357142857,-16.72058824,-10.09090909,4.5
Alabama,17-Nov,-7.538461538,-1.488372093,1.666666667,-17.20588235,-8.523809524,4.714285714
Alabama,18-Nov,-5.973684211,-0.073170732,3.166666667,-17.70588235,-9.714285714,4.534883721
Alabama,19-Nov,-9.2,0.69047619,-2.846153846,-17.83823529,-7.952380952,5.023809524
Alabama,20-Nov,-9.622222222,-4.195652174,6.1875,-18.61764706,-8.681818182,5.073170732
Alabama,21-Nov,-8.581395349,0.763157895,29.84615385,-6.886792453,0.105263158,1.633333333
Alabama,22-Nov,-8.526315789,1.117647059,10.06666667,-11.9,-1.904761905,2.7
Alabama,23-Nov,-3.026315789,2.675,-5.384615385,-24.23529412,-8.666666667,5.926829268
Alabama,24-Nov,3.384615385,11.46511628,6,-25.64705882,-1.476190476,5.071428571
Alabama,25-Nov,11.59459459,33.925,-6.538461538,-33.05882353,4.857142857,6.12195122
Alabama,26-Nov,-76.02272727,-31.77777778,-6.214285714,-78.71212121,-34.59090909,19.95121951
Alabama,27-Nov,-17.95555556,-14.69047619,5.6875,-58.23529412,-29.60869565,16.14634146
Alabama,28-Nov,-19.90697674,-8.324324324,4.923076923,-20.85185185,-5.35,4.866666667
Alabama,29-Nov,-18.38461538,-13.3030303,-31.41176471,-20.54901961,10,5.533333333
Alabama,30-Nov,-6.973684211,-3.976190476,-23.375,-18.79411765,-6.045454545,6.285714286
Alabama,1-Dec,-2.333333333,3.418604651,-14.5,-18.19117647,-8.619047619,5.285714286
Alabama,2-Dec,-4.315789474,0.525,-3.333333333,-18.01470588,-9.19047619,5.093023256
Alabama,3-Dec,-3.15,4.880952381,-9.083333333,-17.45588235,-11,4.953488372
Alabama,4-Dec,-11.8,-7.340425532,-19.58823529,-18.35294118,-18.34782609,7.56097561
Alabama,5-Dec,-7.837209302,0.289473684,7.25,-4.826923077,-15.4,2.266666667
Alabama,6-Dec,-10.63157895,-2.411764706,-5.666666667,-13.38,-15.38095238,3.5
