State,Date,Retail_and_recreation_percent_change_from_baseline,Grocery_and_pharmacy_percent_change_from_baseline,Parks_percent_change_from_baseline,Workplaces_percent_change_from_baseline,Transit_stations_percent_change_from_baseline,Residential_percent_change_from_baseline
Maine,20-Apr,-27.27272727,-10.36363636,31,-44.35294118,-47.2,15.6
Maine,21-Apr,-32.58333333,-12.36363636,0.666666667,-42,-43.4,16.5
Maine,22-Apr,-36,-14,-13.16666667,-42.29411765,-44.2,17.5
Maine,23-Apr,-30.66666667,-7.545454545,35,-40.58823529,-43.4,16
Maine,24-Apr,-35.69230769,-12.4,16.71428571,-41.52941176,-49.2,18.1
Maine,25-Apr,-33.15384615,-10,67.83333333,-26.05882353,-51,9.333333333
Maine,26-Apr,-28.36363636,-5,25,-24.5,-50.2,8
Maine,27-Apr,-36.66666667,-15.81818182,-28,-40.76470588,-48.6,17.4
Maine,28-Apr,-29.41666667,-7.454545455,15.6,-40.17647059,-40,10.3
Maine,29-Apr,-23.16666667,-3.454545455,63.8,-39.29411765,-39.2,13.9
Maine,30-Apr,-28.33333333,-4.909090909,3.166666667,-38.47058824,-40,15.9
Maine,1-May,-34.76923077,-13,-18.5,-39.76470588,-49.4,18.9
Maine,2-May,-27.53846154,-4.923076923,71.66666667,-22.8125,-37.4,7.666666667
Maine,3-May,-16.63636364,2.888888889,90.75,-19.375,-37.4,5.166666667
Maine,4-May,-19.27272727,-2.727272727,39.6,-35.23529412,-34,12.5
Maine,5-May,-20.66666667,0.090909091,37.6,-37.05882353,-32.4,13.4
Maine,6-May,-21.08333333,-1.454545455,55.8,-36.23529412,-36,13.18181818
Maine,7-May,-21.33333333,-1.272727273,71.75,-35.47058824,-33.6,13.18181818
Maine,8-May,-26.38461538,-2.928571429,35,-36.47058824,-36.6,14.8
Maine,9-May,-39.30769231,-9.357142857,-34.08333333,-26,-54,12.16666667
Maine,10-May,-11,11.88888889,51.2,-17.0625,-36.2,4.833333333
Maine,11-May,-20.63636364,-1.545454545,48.4,-33.05882353,-32.6,12.1
Maine,12-May,-20.41666667,-0.818181818,45,-34,-31.8,13.27272727
Maine,13-May,-18.16666667,0.545454545,59.4,-33.64705882,-32.6,12.18181818
Maine,14-May,-15.4375,2.692307692,130.5,-33.35294118,-29,10.63636364
Maine,15-May,-26.9375,-5.625,35,-35.35294118,-37.8,14.7
Maine,16-May,-24.125,-2.285714286,85.83333333,-19.17647059,-35.6,6.571428571
Maine,17-May,-5.428571429,11.9,143.5,-13.5625,-25,3.166666667
Maine,18-May,-8.5625,1.666666667,90.66666667,-30.94117647,-27,10.18181818
Maine,19-May,-8.625,3.461538462,116.25,-32.11764706,-27.2,10.54545455
Maine,20-May,-8.4375,4.785714286,99.2,-32.35294118,-25.4,10.5
Maine,21-May,-4.3125,11.30769231,143.3333333,-31.47058824,-18,9.545454545
Maine,22-May,-10.625,10.6875,190.75,-35.64705882,-24.6,10
Maine,23-May,-13.4375,4.538461538,136,-17.6875,-30,4.142857143
Maine,24-May,-0.076923077,18.8,181,-12.4375,-26,1
Maine,25-May,-14.6875,-3.916666667,129,-67.47058824,-35.6,16.85714286
Maine,26-May,-7.125,6.692307692,134.25,-30.35294118,-17,9.666666667
Maine,27-May,-6.875,5.928571429,126,-30.29411765,-21.4,10
Maine,28-May,-6.375,8.076923077,144,-28.64705882,-22.6,9.916666667
Maine,29-May,-12.9375,4.1875,116.8,-29.29411765,-30,10.90909091
Maine,30-May,-12.75,2.076923077,113.6,-10.0625,-32.8,4.571428571
Maine,31-May,-1.384615385,13.8,145.25,-5,-18,2.166666667
Maine,1-Jun,-0.5,6.416666667,82.2,-26.17647059,-16.4,8.153846154
Maine,2-Jun,-4.4375,6.307692308,128.75,-27.58823529,-13.8,8.642857143
Maine,3-Jun,-3.6875,8,76.8,-28.23529412,-22.6,9.538461538
Maine,4-Jun,0.125,13.66666667,169,-25.94117647,-12.4,7.357142857
Maine,5-Jun,-7.25,8.133333333,172.75,-29.76470588,-13.2,8.636363636
Maine,6-Jun,-14,3.357142857,118.3333333,-11.82352941,-24.8,4.857142857
Maine,7-Jun,1.307692308,15.3,139,-5.1875,-11.25,1.166666667
Maine,8-Jun,-0.466666667,10.25,145.3333333,-25.64705882,-15.2,6.692307692
Maine,9-Jun,-2.25,8.307692308,139,-27.05882353,-13,7.571428571
Maine,10-Jun,-1.4375,9.5,99.75,-27.41176471,-16.4,7.928571429
Maine,11-Jun,-5.8125,8.75,57,-27.70588235,-13.8,10
Maine,12-Jun,-5.5,10.13333333,197.6666667,-27.35294118,-11,6.75
Maine,13-Jun,-5.875,9.307692308,136,-6.8125,-12.4,2.285714286
Maine,14-Jun,8.307692308,22.6,204.25,-0.75,2.75,-0.833333333
Maine,15-Jun,3.333333333,12.91666667,166.5,-25.23529412,-3.2,5.928571429
Maine,16-Jun,4.875,13.92307692,186,-25.88235294,-7.8,6.357142857
Maine,17-Jun,6.875,12.35714286,170.6666667,-26.70588235,-5.6,6.285714286
Maine,18-Jun,8.625,17.16666667,238,-25.88235294,1.6,5.285714286
Maine,19-Jun,0.375,12.4,227,-30,-3.2,5.909090909
Maine,20-Jun,1.9375,14.92307692,175.3333333,-8.5625,2.6,0.142857143
Maine,21-Jun,18.15384615,28,282,-0.6875,16.25,-3.166666667
Maine,22-Jun,5.533333333,9.166666667,166.3333333,-29.11764706,-0.8,6.166666667
Maine,23-Jun,7.4375,11.76923077,178,-29.05882353,-2.4,6.583333333
Maine,24-Jun,4,7.5,101,-28.29411765,-3.2,7.916666667
Maine,25-Jun,9.8125,15.58333333,228,-25.82352941,3.8,5.153846154
Maine,26-Jun,0.0625,7.933333333,189,-28.58823529,-2.2,6.818181818
Maine,27-Jun,0.1875,7.692307692,148.3333333,-7.0625,9.8,1.285714286
Maine,28-Jun,14.23076923,17,228.75,0.9375,22.5,-1
Maine,29-Jun,1.2,4.25,67,-30.47058824,-5.6,9
Maine,30-Jun,5,9.307692308,84,-30,-3.8,8.75
Maine,1-Jul,16,17.28571429,139.5,-29.64705882,7.8,6.5
Maine,2-Jul,24,30.83333333,341,-30.35294118,22,4.583333333
Maine,3-Jul,16.875,33.6,287.5,-50.35294118,2,10.2
Maine,4-Jul,-16.625,6.166666667,251,-21.41176471,-16,-0.333333333
Maine,5-Jul,15.15384615,14.5,231.75,-6.875,39,-1.5
Maine,6-Jul,17.93333333,17.25,229.5,-32.64705882,14.6,5.363636364
Maine,7-Jul,18.4,16.58333333,246.3333333,-31,9,5.75
Maine,8-Jul,10.25,11.35714286,124.75,-30.88235294,-3.8,7.75
Maine,9-Jul,16.5,18.91666667,320,-27.76470588,6.4,4.857142857
Maine,10-Jul,3.625,13.33333333,235.5,-30.05882353,-0.6,6.545454545
Maine,11-Jul,1.125,8.538461538,108.6666667,-9.75,10.4,3.285714286
Maine,12-Jul,17.53846154,22.8,243.5,-1.875,23,-1.333333333
Maine,13-Jul,10.73333333,15.08333333,181,-27.88235294,-2.2,5.583333333
Maine,14-Jul,8.5625,11.25,135.5,-29.88235294,-4,7.833333333
Maine,15-Jul,16.9375,17.5,228.3333333,-26.94117647,1.6,5.357142857
Maine,16-Jul,17.3125,19.91666667,246,-26.41176471,8,5
Maine,17-Jul,3.1875,13,127.25,-29.52941176,4,8.454545455
Maine,18-Jul,5.875,14.16666667,198.3333333,-6.5,24.6,-0.714285714
Maine,19-Jul,20.76923077,24.6,348,-0.875,36.5,-3
Maine,20-Jul,14.4,18.08333333,243.3333333,-28.52941176,7,5.083333333
Maine,21-Jul,16.1875,17.83333333,261.6666667,-28.41176471,5.6,5.153846154
Maine,22-Jul,13.6875,16.14285714,159.75,-26.82352941,3,6.214285714
Maine,23-Jul,15.3125,19.33333333,200.5,-26.11764706,6.4,6.153846154
Maine,24-Jul,7.9375,17.2,299.5,-28.05882353,8.4,5.454545455
Maine,25-Jul,8,14.41666667,218,-6.375,26.4,-0.428571429
Maine,26-Jul,22.84615385,23.7,260.5,0.4375,33.75,-2.666666667
Maine,27-Jul,15.06666667,16.75,191,-28.58823529,10,5.5
Maine,28-Jul,15.9375,16.25,220,-28.47058824,1,6.538461538
Maine,29-Jul,13.66666667,17.14285714,192.25,-27.94117647,7,5.428571429
Maine,30-Jul,18.9375,20.25,287,-26.70588235,8.6,5.357142857
Maine,31-Jul,11.75,18.66666667,253.3333333,-28.52941176,17.8,5.181818182
Maine,1-Aug,11.3125,16.08333333,210,-5.5625,40.8,-1.142857143
Maine,2-Aug,25.76923077,25.3,297,-0.4375,53.25,-2.333333333
Maine,3-Aug,23.73333333,23.25,289,-28.76470588,17,4.666666667
Maine,4-Aug,16.6875,17.91666667,180.3333333,-29.23529412,4.4,6.5
Maine,5-Aug,16.66666667,19.28571429,230.3333333,-28.52941176,4.8,5.214285714
Maine,6-Aug,23.0625,22.58333333,344,-26.58823529,18.2,4.142857143
Maine,7-Aug,10.375,17.53333333,310.5,-28.58823529,13.2,5.272727273
Maine,8-Aug,10.875,15.58333333,217.3333333,-6.125,37.8,-0.571428571
Maine,9-Aug,25.69230769,26.9,349,2.5625,46.5,-3
Maine,10-Aug,20.46666667,22,225.5,-28.17647059,16.8,4.333333333
Maine,11-Aug,19.25,19.83333333,274.6666667,-28.76470588,11.4,5.083333333
Maine,12-Aug,15.86666667,19.57142857,236.3333333,-28.29411765,4.8,5.769230769
Maine,13-Aug,17.53333333,23.91666667,342,-26.88235294,16,4.714285714
Maine,14-Aug,11.75,19.26666667,310.5,-28.76470588,13.4,5
Maine,15-Aug,11.5,14.38461538,198,-5.3125,40.4,-0.142857143
Maine,16-Aug,26.07692308,23.4,323,0.5,55.25,-2.166666667
Maine,17-Aug,7.25,12.33333333,,-29.8,,4.538461538
Maine,18-Aug,4,7.666666667,,-28.7,,6.692307692
Maine,19-Aug,11.6,10.33333333,,-28.1,,5.214285714
Maine,20-Aug,13.6,13.33333333,,-28.11111111,,3.928571429
Maine,21-Aug,2.666666667,11.2,,-30.55555556,,6
Maine,22-Aug,-1.5,7.6,,-6.5,,0.142857143
Maine,23-Aug,18,13,,-1,,-2.166666667
Maine,24-Aug,4.25,10.66666667,,-28.88888889,,4.857142857
Maine,25-Aug,2.5,6.333333333,,-28.2,,5.928571429
Maine,26-Aug,14,10.66666667,,-26.1,,4.571428571
Maine,27-Aug,10.6,9.666666667,,-26.66666667,,4.5
Maine,28-Aug,2.166666667,9.4,,-27.88888889,,4.357142857
Maine,29-Aug,-7.833333333,-2.833333333,,-11.75,,4.714285714
Maine,30-Aug,19.4,11.5,,0,,-1.833333333
Maine,31-Aug,5.75,8.666666667,,-26.88888889,,4
Maine,1-Sep,7,10.33333333,,-25.8,,4
Maine,2-Sep,5.6,9,,-25.7,,5.357142857
Maine,3-Sep,11.6,13.33333333,,-26.11111111,,3.071428571
Maine,4-Sep,3.833333333,15,,-29.33333333,,3.666666667
Maine,5-Sep,2,12.8,,-9.5,,-0.571428571
Maine,6-Sep,15,15,,-3,,-3.5
Maine,7-Sep,7.75,8,,-65,,11.2
Maine,8-Sep,6,8,,-27,,3.714285714
Maine,9-Sep,5.4,7.333333333,,-25.1,,3.5
Maine,10-Sep,3.6,8.666666667,,-25.33333333,,2.285714286
Maine,11-Sep,6.625,10.6,178.3333333,-23.35294118,2.6,1.928571429
Maine,12-Sep,8.75,10.76923077,199,-4,17.8,-1.714285714
Maine,13-Sep,17.23076923,19.8,199,2.4375,35,-2.333333333
Maine,14-Sep,12.8,14.33333333,159,-20.35294118,5.8,1.785714286
Maine,15-Sep,11.9375,14.30769231,166.3333333,-19.94117647,0.8,2.928571429
Maine,16-Sep,10,8.428571429,169.5,-21.11764706,0.8,3.571428571
Maine,17-Sep,9.625,10.08333333,150.3333333,-19.35294118,8.6,3
Maine,18-Sep,5.0625,7.666666667,156,-20.82352941,7,4
Maine,19-Sep,8.875,7.615384615,160.5,-3.375,16.2,0.285714286
Maine,20-Sep,19.92307692,19.1,192.75,1.625,36.25,-1.666666667
Maine,21-Sep,9.066666667,10.08333333,158.75,-21.70588235,6.4,3.5
Maine,22-Sep,6.4375,10.23076923,102.5,-21.88235294,-2,5
Maine,23-Sep,6,6.928571429,124.8,-19.76470588,-5,4.875
Maine,24-Sep,6.9375,9,133.3333333,-18.23529412,-0.2,3.625
Maine,25-Sep,3,8.6,151,-18.82352941,4.4,4
Maine,26-Sep,7.5625,9.615384615,189.8,-0.875,13.2,-0.3
Maine,27-Sep,17.53846154,17.9,182.75,4.125,34,-2
Maine,28-Sep,3.466666667,7.666666667,89.6,-19.52941176,-1.6,4.875
Maine,29-Sep,5.3125,11.46153846,125.3333333,-19.17647059,-4.8,4.3125
Maine,30-Sep,3.75,3.785714286,71.2,-22.82352941,-5.4,4.5625
Maine,1-Oct,10.125,14.75,126,-16.52941176,7.8,0.9375
Maine,2-Oct,0.5625,8.2,75.83333333,-18.88235294,-0.4,4.375
Maine,3-Oct,7.625,10.15384615,145.5,-2.3125,9,-0.8
Maine,4-Oct,18,17.2,151.5,0.3125,35.25,-2.111111111
Maine,5-Oct,6.2,10.5,108,-19.23529412,-0.6,2.5
Maine,6-Oct,4.625,12.46153846,93.25,-20,-4.8,3
Maine,7-Oct,4.0625,7.214285714,75.6,-20.05882353,-4.8,4.8125
Maine,8-Oct,6.3125,11.75,88.25,-17.47058824,8.8,4
Maine,9-Oct,3.25,8.666666667,135.4,-20.47058824,12,4.75
Maine,10-Oct,9.5625,11.61538462,160.75,-2.375,22.2,0.3
Maine,11-Oct,25.84615385,21.6,209.75,3.3125,41.25,-1.444444444
Maine,12-Oct,9.933333333,12.16666667,152.25,-36.76470588,31,6.8125
Maine,13-Oct,-5.0625,5.230769231,33.6,-20.29411765,-5.2,6.6875
Maine,14-Oct,4.5,9.714285714,103,-17.88235294,-1.2,4.75
Maine,15-Oct,3.9375,9.333333333,104.3333333,-15.82352941,5.4,3.8125
Maine,16-Oct,-5.9375,1.4,40.42857143,-18.29411765,-4.6,7
Maine,17-Oct,-7.25,-0.785714286,30.75,-8.5,-4,5
Maine,18-Oct,9.692307692,11.8,133.75,1.25,28.5,-0.444444444
Maine,19-Oct,0.0625,4.916666667,85.2,-17.52941176,0,4.125
Maine,20-Oct,-3.625,5.538461538,66,-18.52941176,-6.8,5.25
Maine,21-Oct,-3.3125,4.357142857,40.8,-19.17647059,-12.6,6.3125
Maine,22-Oct,-1.4375,6.153846154,111.75,-15.58823529,-5.6,3.75
Maine,23-Oct,-5.375,2.266666667,62.83333333,-16.70588235,-6.6,5.625
Maine,24-Oct,-4.125,0.846153846,87.33333333,-4.125,-4,1.9
Maine,25-Oct,8,10.9,104,-0.25,28.25,0.111111111
Maine,26-Oct,-5.0625,2.166666667,22.6,-18.41176471,-8.4,5.6875
Maine,27-Oct,-5.875,4.538461538,62.2,-18.05882353,-7,5.25
Maine,28-Oct,-6,0.785714286,23.8,-18.82352941,-15.2,6.1875
Maine,29-Oct,-5.375,3.230769231,26.83333333,-16.41176471,-10.6,5.0625
Maine,30-Oct,-7.25,3.125,15.71428571,-18.41176471,-16.6,6.75
Maine,31-Oct,-8.875,3.769230769,70,-6,-17.8,0.9
Maine,1-Nov,-1.428571429,5,20,-3.25,-3,1.777777778
Maine,2-Nov,-7.5625,-0.666666667,20.4,-19.35294118,-20.2,6
Maine,3-Nov,-0.9375,7.384615385,43.4,-21.64705882,-15,6
Maine,4-Nov,-9.375,-2.428571429,21,-20.17647059,-20.2,7
Maine,5-Nov,-7,1.538461538,46.66666667,-16.64705882,-12.4,5.6875
Maine,6-Nov,-12.875,-3.1875,48.5,-18.64705882,-18.6,6.9375
Maine,7-Nov,-9.1875,-3.923076923,87,-4.4375,-14,2.3
Maine,8-Nov,3.285714286,7,90.75,-0.1875,-1.25,0.777777778
Maine,9-Nov,-6.5625,1.083333333,47.2,-18.82352941,-16,5.5
Maine,10-Nov,-5.125,6.384615385,82.4,-19.64705882,-13.8,5.25
Maine,11-Nov,-4.75,2.571428571,57,-35.47058824,-22.4,9.25
Maine,12-Nov,-10.6875,1.692307692,15.66666667,-18.82352941,-16.8,6.4375
Maine,13-Nov,-17.1875,-3.0625,13,-19.76470588,-23.2,8.625
Maine,14-Nov,-13.75,-3.857142857,36,-6.8125,-18.4,3.9
Maine,15-Nov,-4,6.9,27.2,-3.25,-3.75,2.444444444
Maine,16-Nov,-9.625,-0.416666667,24,-20.35294118,-24.6,6.3125
Maine,17-Nov,-12.5,1.153846154,28.8,-20.58823529,-20.2,7
Maine,18-Nov,-13,-1.857142857,-0.2,-21.82352941,-21.4,8.125
Maine,19-Nov,-13.25,0.384615385,5.333333333,-19.35294118,-19.4,7.25
Maine,20-Nov,-16.875,-2.125,15.125,-20.41176471,-23.4,8.625
Maine,21-Nov,-14.8125,-3.384615385,34.875,-5.625,-18.6,4.4
Maine,22-Nov,-6.714285714,7.2,13.8,-1,-12.6,2.555555556
Maine,23-Nov,-16.5,-1.083333333,-15.8,-24.17647059,-25.2,9
Maine,24-Nov,-4.5625,17.15384615,23,-23.64705882,-7.8,7.125
Maine,25-Nov,-2,29.5,2.5,-32.64705882,-13.4,9.25
Maine,26-Nov,-82.66666667,-64.26666667,-23.42857143,-79.82352941,-59.6,22.4375
Maine,27-Nov,-20.5625,-11,18.16666667,-51.82352941,-35.4,15.25
Maine,28-Nov,-21.125,-12.35714286,15.375,-12.35294118,-26,5.9
Maine,29-Nov,-6.357142857,-0.3,41,-4.25,-5,2.888888889
Maine,30-Nov,-13.6875,-3.833333333,-8.8,-21.29411765,-20.6,7.5625
Maine,1-Dec,-10.8125,-0.384615385,0,-24.64705882,-20.8,8.625
Maine,2-Dec,-8.75,-0.785714286,12.4,-21.58823529,-23.6,7.5625
Maine,3-Dec,-5.8125,4.615384615,15.33333333,-18.58823529,-20.8,6.875
Maine,4-Dec,-10.3125,3.333333333,12.25,-18.82352941,-27,8
Maine,5-Dec,-31.375,-11.57142857,-28.08333333,-11.35294118,-43.6,8.7
Maine,6-Dec,-18.35714286,-11.9,-3,-11.375,-24.4,2.222222222
Maine,7-Dec,-7.0625,0.166666667,2,-23.29411765,-22.2,6.25
Maine,8-Dec,-11.25,0.153846154,0.333333333,-21.05882353,-19.4,7.5
Maine,9-Dec,-11.125,-2.214285714,-5.8,-22.11764706,-26.8,8.3125
Maine,10-Dec,-10.375,2.615384615,1.5,-19.41176471,-21.4,7.625
Maine,11-Dec,-12.5625,-1.466666667,4.625,-19.82352941,-26.2,9.0625
Maine,12-Dec,-12,-1,-8,-7.125,-28.2,5.8
Maine,13-Dec,-9.142857143,1.8,-2.8,-6.0625,-21.4,4.333333333
Maine,14-Dec,-7.9375,3.166666667,-1.2,-21.35294118,-26,7.25
Maine,15-Dec,-8.5625,3.538461538,0.666666667,-22,-22,8
Maine,16-Dec,-5.5625,6.857142857,-9,-22.52941176,-25.4,8.625
Maine,17-Dec,-43.2,-25.57142857,-34.14285714,-35.11764706,-48.4,17
Maine,18-Dec,-12.3125,-0.933333333,-12.5,-20.94117647,-23.8,9.9375
Maine,19-Dec,-7.6875,1.307692308,-4.9,-6.1875,-12,5.4
Maine,20-Dec,-1,8.4,-7,-3.375,-8.6,3.444444444
Maine,21-Dec,3.375,12.08333333,0.2,-22.88235294,-17.8,7.0625
Maine,22-Dec,9.5,20,17.2,-24.17647059,-10.6,6.75
Maine,23-Dec,19.9375,32.42857143,5,-29.41176471,-7,7.5625
Maine,24-Dec,1.25,40.45454545,8.333333333,-51,-30.2,12.3125
Maine,25-Dec,-89,-73.86666667,-38.75,-81.76470588,-74.6,27.0625
Maine,26-Dec,-28.6875,-18.53333333,-3.6,-22.29411765,-29,8.7
Maine,27-Dec,-12.35714286,-7.8,19.6,-10.625,-11.4,4.555555556
Maine,28-Dec,-7.75,-3.083333333,6.6,-34,-21.6,11.1875
Maine,29-Dec,-9.8125,-1.076923077,13.4,-34.29411765,-17.8,11.5
Maine,30-Dec,-6.125,2.428571429,6,-32.47058824,-15.6,11.25
Maine,31-Dec,6.25,26.41666667,20.16666667,-37.58823529,-24.6,10.0625
Maryland,15-Feb,5.28,2.64,9.5625,0.56,6.666666667,-0.6875
Maryland,16-Feb,8.24,1.4,19.4,1.458333333,4.416666667,-0.933333333
Maryland,17-Feb,9.64,1.44,51.41666667,-30.28,-5.666666667,7.181818182
Maryland,18-Feb,3.2,0.48,25.09090909,1.8,5.533333333,-0.318181818
Maryland,19-Feb,2.32,0,12.4,1.84,1.2,-0.318181818
Maryland,20-Feb,0.92,0.76,-0.666666667,1.72,1,0.090909091
Maryland,21-Feb,0.52,-2.8,-2.8125,2.04,-0.8125,0.545454545
Maryland,22-Feb,6.4,4.6,58.78571429,5.2,8.785714286,-1.444444444
Maryland,23-Feb,8.16,5.2,79.73333333,3.041666667,11,-0.933333333
Maryland,24-Feb,1.28,-0.04,17.53846154,3.12,2.2,0
Maryland,25-Feb,2.36,-1.8,-5.142857143,1.8,-0.75,0.608695652
Maryland,26-Feb,4.8,1.96,0.928571429,1.96,0.266666667,-0.608695652
Maryland,27-Feb,3.4,-0.92,-0.066666667,0.92,1.5,-0.181818182
Maryland,28-Feb,3.84,-0.44,4.6875,1.84,0.25,-0.454545455
Maryland,29-Feb,7.48,3.56,1.1875,3.8,4.428571429,-1.294117647
Maryland,1-Mar,11.04,6.16,33,3.583333333,6.5,-0.866666667
Maryland,2-Mar,6.44,3,29.92307692,3.8,2.266666667,-0.545454545
Maryland,3-Mar,10.6,6,24.36363636,3.2,4.666666667,-0.956521739
Maryland,4-Mar,8.92,3.84,56.75,2.44,2.8,-1.086956522
Maryland,5-Mar,7.96,4.52,33.14285714,2.72,3.625,-1
Maryland,6-Mar,0.84,-2.64,-0.294117647,1.52,-2.4375,1.272727273
Maryland,7-Mar,8.08,6.28,37.06666667,4.6,7.692307692,-1.294117647
Maryland,8-Mar,11.2,6.56,99.8,2.666666667,10.5,-1
Maryland,9-Mar,7.96,7.28,98.88888889,2.16,3.533333333,-0.608695652
Maryland,10-Mar,6.56,5.08,38.81818182,2.08,1.266666667,-0.043478261
Maryland,11-Mar,6.2,5.56,32.61538462,1.24,1.266666667,-0.217391304
Maryland,12-Mar,11.48,20.76,40.5,0.08,-0.25,0.086956522
Maryland,13-Mar,4.72,20.56,42.61538462,-2.48,-6.6875,2.409090909
Maryland,14-Mar,-2.52,13,62.5,-0.24,-4.307692308,2.9375
Maryland,15-Mar,-8.64,4.24,25.13333333,-8.333333333,-11.66666667,4.8
Maryland,16-Mar,-1.92,23.12,18.53333333,-20.12,-16.3125,8.409090909
Maryland,17-Mar,-18.16,7.28,57.58333333,-26.88,-19.8125,11.59090909
Maryland,18-Mar,-21.72,4.6,43.53846154,-31.16,-24.8125,13.71428571
Maryland,19-Mar,-22.6,4.12,44.64285714,-33.28,-29.0625,15.28571429
Maryland,20-Mar,-25.6,4.32,60.84615385,-34.52,-32.25,16.38095238
Maryland,21-Mar,-34.92,0.48,32,-22.16,-29.46666667,11.33333333
Maryland,22-Mar,-38.4,-11.6,31,-29.88,-37,10.92857143
Maryland,23-Mar,-34,-11.4,-43.11111111,-40,-43.5625,19.47619048
Maryland,24-Mar,-36.92,-14.8,40.33333333,-43.28,-37.9375,19.19047619
Maryland,25-Mar,-42.88,-22.72,-40.11111111,-45.96,-46.3125,22.47619048
Maryland,26-Mar,-34.72,-14.32,63.46153846,-44.48,-39,20.0952381
Maryland,27-Mar,-38.48,-18.16,46.42857143,-43.36,-42.9375,21.78947368
Maryland,28-Mar,-47.56,-24.4,-28.875,-32.16,-44.73333333,15.6
Maryland,29-Mar,-42.8,-23.92,20.8,-36.32,-43.78571429,12.64285714
Maryland,30-Mar,-22.8,0.44,31.28571429,-43.32,-39.9375,18
Maryland,31-Mar,-47.4,-27.28,-25.2,-49.04,-47.75,23.5
Maryland,1-Apr,-41.76,-21.16,-11.1875,-49.64,-45.375,23.04761905
Maryland,2-Apr,-40.56,-20.2,3.133333333,-49.4,-45.375,23.7
Maryland,3-Apr,-40.04,-17.32,-1.235294118,-48.64,-46.4375,24.89473684
Maryland,4-Apr,-47.44,-21.24,3.5625,-34.76,-44.6,15.86666667
Maryland,5-Apr,-44.92,-24.44,30.06666667,-38.76,-46.42857143,13.5
Maryland,6-Apr,-39.65,-22,26.21428571,-48.48,-44.5,21.89473684
Maryland,7-Apr,-40.6,-21.25,12.21428571,-50.16,-45.5625,22.7
Maryland,8-Apr,-38.7,-20,39.85714286,-50.56,-43.125,21.9047619
Maryland,9-Apr,-40.4,-20.2,-9.666666667,-51.4,-46.625,24
Maryland,10-Apr,-42.09090909,-19.80952381,-24.94117647,-54.88,-52.9375,26.94444444
Maryland,11-Apr,-41.13636364,-13.55,29.125,-34.68,-43.26666667,14.73333333
Maryland,12-Apr,-62.5,-39.66666667,2,-43.08,-53.76923077,14.30769231
Maryland,13-Apr,-47.8,-31.4,-26.64705882,-52.08,-55.8,25.10526316
Maryland,14-Apr,-36.8,-18.45,24.75,-48.16,-47.86666667,21.57142857
Maryland,15-Apr,-33.25,-16.3,6.1875,-48.48,-46.26666667,21.9047619
Maryland,16-Apr,-34.19047619,-15.55,0.214285714,-48.56,-48.13333333,22.42857143
Maryland,17-Apr,-37.27272727,-18,-3.5,-47.52,-47.4375,24.42105263
Maryland,18-Apr,-44.13636364,-19.33333333,-11.9375,-33.28,-47.61538462,15.33333333
Maryland,19-Apr,-42.65,-21.73684211,40.8,-34.96,-50,12.35714286
Maryland,20-Apr,-37.45,-21.6,7.933333333,-47.2,-47.86666667,21.65
Maryland,21-Apr,-36.15,-18.5,7.571428571,-48.48,-46.06666667,22.2
Maryland,22-Apr,-33.65,-15.5,25.71428571,-48.28,-43.66666667,21.85
Maryland,23-Apr,-37.14285714,-18.05,-8.6875,-48.6,-48.4,23.3
Maryland,24-Apr,-40.40909091,-21.85714286,-23.11764706,-48.72,-49,25.73684211
Maryland,25-Apr,-38.27272727,-13.80952381,47.16666667,-30.72,-41.83333333,13.26666667
Maryland,26-Apr,-47.1,-24.65,-40.35294118,-38.12,-52.5,14
Maryland,27-Apr,-35.15,-17.95,-6.5625,-46.52,-46,21.4
Maryland,28-Apr,-32.65,-14.5,5.75,-47.2,-43.33333333,15.85714286
Maryland,29-Apr,-30.15,-12.65,53.15384615,-47.56,-40.4,20.04761905
Maryland,30-Apr,-39.95238095,-22.65,-37.94444444,-49.12,-51.6,24.25
Maryland,1-May,-30.90909091,-11.0952381,19.13333333,-46,-44.5,22.52631579
Maryland,2-May,-30.27272727,-4.380952381,103.4166667,-27.24,-31.41666667,10.8
Maryland,3-May,-36.6,-14.33333333,29.73333333,-31.28,-43.81818182,11.35714286
Maryland,4-May,-26.2,-11.05,48,-44.48,-39.78571429,18.95
Maryland,5-May,-25.8,-8.15,23.45454545,-45.16,-40.92857143,19.14285714
Maryland,6-May,-34.2,-15.35,-26.1875,-46.76,-45.85714286,21.85714286
Maryland,7-May,-27.05,-7.1,76.58333333,-45.12,-36.85714286,19.23809524
Maryland,8-May,-33.27272727,-10.14285714,-3.375,-44.12,-40.26666667,22.35
Maryland,9-May,-30.04545455,2.3,13.46666667,-25.8,-39.71428571,12.06666667
Maryland,10-May,-25.8,-5.8,85.86666667,-26.84,-37,8.533333333
Maryland,11-May,-32.9,-15.9,8,-43.32,-41.07142857,19.42857143
Maryland,12-May,-27.25,-8.75,43.3,-43.48,-37.78571429,18.76190476
Maryland,13-May,-25.95,-7.75,89.25,-43.56,-32.85714286,18.33333333
Maryland,14-May,-25.08695652,-7.333333333,67,-44.04,-34.78571429,18.61904762
Maryland,15-May,-24.25,-5.727272727,92.3,-43.48,-30.93333333,19.15789474
Maryland,16-May,-22.60869565,0.4,134.4,-22.84,-28.84615385,9
Maryland,17-May,-25.63636364,-9.85,70.23076923,-24.88,-37.83333333,9.4
