Date,Weekday,Day_of_Week,Week_Year,Month,Month_String,Quarter,Year
2021-06-21,2,Mon,25,6,Jun,2,2021
2021-06-22,3,Tue,25,6,Jun,2,2021
2021-06-23,4,Wed,25,6,Jun,2,2021
2021-06-24,5,Thu,25,6,Jun,2,2021
2021-06-25,6,Fri,25,6,Jun,2,2021
2021-06-26,7,Sat,25,6,Jun,2,2021
2021-06-27,1,Sun,25,6,Jun,2,2021
2021-06-28,2,Mon,26,6,Jun,2,2021
2021-06-29,3,Tue,26,6,Jun,2,2021
2021-06-30,4,Wed,26,6,Jun,2,2021
2021-07-01,5,Thu,26,7,Jul,3,2021
2021-07-02,6,Fri,26,7,Jul,3,2021
2021-07-03,7,Sat,26,7,Jul,3,2021
2021-07-04,1,Sun,26,7,Jul,3,2021
2021-07-05,2,Mon,27,7,Jul,3,2021
2021-07-06,3,Tue,27,7,Jul,3,2021
2021-07-07,4,Wed,27,7,Jul,3,2021
2021-07-08,5,Thu,27,7,Jul,3,2021
2021-07-09,6,Fri,27,7,Jul,3,2021
2021-07-10,7,Sat,27,7,Jul,3,2021
2021-07-11,1,Sun,27,7,Jul,3,2021
2021-07-12,2,Mon,28,7,Jul,3,2021
2021-07-13,3,Tue,28,7,Jul,3,2021
2021-07-14,4,Wed,28,7,Jul,3,2021
2021-07-15,5,Thu,28,7,Jul,3,2021
2021-07-16,6,Fri,28,7,Jul,3,2021
2021-07-17,7,Sat,28,7,Jul,3,2021
2021-07-18,1,Sun,28,7,Jul,3,2021
2021-07-19,2,Mon,29,7,Jul,3,2021
2021-07-20,3,Tue,29,7,Jul,3,2021
2021-07-21,4,Wed,29,7,Jul,3,2021
2021-07-22,5,Thu,29,7,Jul,3,2021
2021-07-23,6,Fri,29,7,Jul,3,2021
2021-07-24,7,Sat,29,7,Jul,3,2021
2021-07-25,1,Sun,29,7,Jul,3,2021
2021-07-26,2,Mon,30,7,Jul,3,2021
2021-07-27,3,Tue,30,7,Jul,3,2021
2021-07-28,4,Wed,30,7,Jul,3,2021
2021-07-29,5,Thu,30,7,Jul,3,2021
2021-07-30,6,Fri,30,7,Jul,3,2021
2021-07-31,7,Sat,30,7,Jul,3,2021
2021-08-01,1,Sun,30,8,Aug,3,2021
2021-08-02,2,Mon,31,8,Aug,3,2021
2021-08-03,3,Tue,31,8,Aug,3,2021
2021-08-04,4,Wed,31,8,Aug,3,2021
2021-08-05,5,Thu,31,8,Aug,3,2021
2021-08-06,6,Fri,31,8,Aug,3,2021
2021-08-07,7,Sat,31,8,Aug,3,2021
2021-08-08,1,Sun,31,8,Aug,3,2021
2021-08-09,2,Mon,32,8,Aug,3,2021
2021-08-10,3,Tue,32,8,Aug,3,2021
2021-08-11,4,Wed,32,8,Aug,3,2021
2021-08-12,5,Thu,32,8,Aug,3,2021
2021-08-13,6,Fri,32,8,Aug,3,2021
2021-08-14,7,Sat,32,8,Aug,3,2021
2021-08-15,1,Sun,32,8,Aug,3,2021
2021-08-16,2,Mon,33,8,Aug,3,2021
2021-08-17,3,Tue,33,8,Aug,3,2021
2021-08-18,4,Wed,33,8,Aug,3,2021
2021-08-19,5,Thu,33,8,Aug,3,2021
2021-08-20,6,Fri,33,8,Aug,3,2021
2021-08-21,7,Sat,33,8,Aug,3,2021
2021-08-22,1,Sun,33,8,Aug,3,2021
2021-08-23,2,Mon,34,8,Aug,3,2021
2021-08-24,3,Tue,34,8,Aug,3,2021
2021-08-25,4,Wed,34,8,Aug,3,2021
2021-08-26,5,Thu,34,8,Aug,3,2021
2021-08-27,6,Fri,34,8,Aug,3,2021
2021-08-28,7,Sat,34,8,Aug,3,2021
2021-08-29,1,Sun,34,8,Aug,3,2021
2021-08-30,2,Mon,35,8,Aug,3,2021
2021-08-31,3,Tue,35,8,Aug,3,2021
2021-09-01,4,Wed,35,9,Sep,3,2021
2021-09-02,5,Thu,35,9,Sep,3,2021
2021-09-03,6,Fri,35,9,Sep,3,2021
2021-09-04,7,Sat,35,9,Sep,3,2021
2021-09-05,1,Sun,35,9,Sep,3,2021
2021-09-06,2,Mon,36,9,Sep,3,2021
2021-09-07,3,Tue,36,9,Sep,3,2021
2021-09-08,4,Wed,36,9,Sep,3,2021
2021-09-09,5,Thu,36,9,Sep,3,2021
2021-09-10,6,Fri,36,9,Sep,3,2021
2021-09-11,7,Sat,36,9,Sep,3,2021
2021-09-12,1,Sun,36,9,Sep,3,2021
2021-09-13,2,Mon,37,9,Sep,3,2021
2021-09-14,3,Tue,37,9,Sep,3,2021
2021-09-15,4,Wed,37,9,Sep,3,2021
2021-09-16,5,Thu,37,9,Sep,3,2021
2021-09-17,6,Fri,37,9,Sep,3,2021
2021-09-18,7,Sat,37,9,Sep,3,2021
2021-09-19,1,Sun,37,9,Sep,3,2021
2021-09-20,2,Mon,38,9,Sep,3,2021
2021-09-21,3,Tue,38,9,Sep,3,2021
2021-09-22,4,Wed,38,9,Sep,3,2021
2021-09-23,5,Thu,38,9,Sep,3,2021
2021-09-24,6,Fri,38,9,Sep,3,2021
2021-09-25,7,Sat,38,9,Sep,3,2021
2021-09-26,1,Sun,38,9,Sep,3,2021
2021-09-27,2,Mon,39,9,Sep,3,2021
2021-09-28,3,Tue,39,9,Sep,3,2021
2021-09-29,4,Wed,39,9,Sep,3,2021
2021-09-30,5,Thu,39,9,Sep,3,2021
2021-10-01,6,Fri,39,10,Oct,4,2021
2021-10-02,7,Sat,39,10,Oct,4,2021
2021-10-03,1,Sun,39,10,Oct,4,2021
2021-10-04,2,Mon,40,10,Oct,4,2021
2021-10-05,3,Tue,40,10,Oct,4,2021
2021-10-06,4,Wed,40,10,Oct,4,2021
2021-10-07,5,Thu,40,10,Oct,4,2021
2021-10-08,6,Fri,40,10,Oct,4,2021
2021-10-09,7,Sat,40,10,Oct,4,2021
2021-10-10,1,Sun,40,10,Oct,4,2021
2021-10-11,2,Mon,41,10,Oct,4,2021
2021-10-12,3,Tue,41,10,Oct,4,2021
2021-10-13,4,Wed,41,10,Oct,4,2021
2021-10-14,5,Thu,41,10,Oct,4,2021
2021-10-15,6,Fri,41,10,Oct,4,2021
2021-10-16,7,Sat,41,10,Oct,4,2021
2021-10-17,1,Sun,41,10,Oct,4,2021
2021-10-18,2,Mon,42,10,Oct,4,2021
2021-10-19,3,Tue,42,10,Oct,4,2021
2021-10-20,4,Wed,42,10,Oct,4,2021
2021-10-21,5,Thu,42,10,Oct,4,2021
2021-10-22,6,Fri,42,10,Oct,4,2021
2021-10-23,7,Sat,42,10,Oct,4,2021
2021-10-24,1,Sun,42,10,Oct,4,2021
2021-10-25,2,Mon,43,10,Oct,4,2021
2021-10-26,3,Tue,43,10,Oct,4,2021
2021-10-27,4,Wed,43,10,Oct,4,2021
2021-10-28,5,Thu,43,10,Oct,4,2021
2021-10-29,6,Fri,43,10,Oct,4,2021
2021-10-30,7,Sat,43,10,Oct,4,2021
2021-10-31,1,Sun,43,10,Oct,4,2021
2021-11-01,2,Mon,44,11,Nov,4,2021
2021-11-02,3,Tue,44,11,Nov,4,2021
2021-11-03,4,Wed,44,11,Nov,4,2021
2021-11-04,5,Thu,44,11,Nov,4,2021
2021-11-05,6,Fri,44,11,Nov,4,2021
2021-11-06,7,Sat,44,11,Nov,4,2021
2021-11-07,1,Sun,44,11,Nov,4,2021
2021-11-08,2,Mon,45,11,Nov,4,2021
2021-11-09,3,Tue,45,11,Nov,4,2021
2021-11-10,4,Wed,45,11,Nov,4,2021
2021-11-11,5,Thu,45,11,Nov,4,2021
2021-11-12,6,Fri,45,11,Nov,4,2021
2021-11-13,7,Sat,45,11,Nov,4,2021
2021-11-14,1,Sun,45,11,Nov,4,2021
2021-11-15,2,Mon,46,11,Nov,4,2021
2021-11-16,3,Tue,46,11,Nov,4,2021
2021-11-17,4,Wed,46,11,Nov,4,2021
2021-11-18,5,Thu,46,11,Nov,4,2021
2021-11-19,6,Fri,46,11,Nov,4,2021
2021-11-20,7,Sat,46,11,Nov,4,2021
2021-11-21,1,Sun,46,11,Nov,4,2021
2021-11-22,2,Mon,47,11,Nov,4,2021
2021-11-23,3,Tue,47,11,Nov,4,2021
2021-11-24,4,Wed,47,11,Nov,4,2021
2021-11-25,5,Thu,47,11,Nov,4,2021
2021-11-26,6,Fri,47,11,Nov,4,2021
2021-11-27,7,Sat,47,11,Nov,4,2021
2021-11-28,1,Sun,47,11,Nov,4,2021
2021-11-29,2,Mon,48,11,Nov,4,2021
2021-11-30,3,Tue,48,11,Nov,4,2021
2021-12-01,4,Wed,48,12,Dec,4,2021
2021-12-02,5,Thu,48,12,Dec,4,2021
2021-12-03,6,Fri,48,12,Dec,4,2021
2021-12-04,7,Sat,48,12,Dec,4,2021
2021-12-05,1,Sun,48,12,Dec,4,2021
2021-12-06,2,Mon,49,12,Dec,4,2021
2021-12-07,3,Tue,49,12,Dec,4,2021
2021-12-08,4,Wed,49,12,Dec,4,2021
2021-12-09,5,Thu,49,12,Dec,4,2021
2021-12-10,6,Fri,49,12,Dec,4,2021
2021-12-11,7,Sat,49,12,Dec,4,2021
2021-12-12,1,Sun,49,12,Dec,4,2021
2021-12-13,2,Mon,50,12,Dec,4,2021
2021-12-14,3,Tue,50,12,Dec,4,2021
2021-12-15,4,Wed,50,12,Dec,4,2021
2021-12-16,5,Thu,50,12,Dec,4,2021
2021-12-17,6,Fri,50,12,Dec,4,2021
2021-12-18,7,Sat,50,12,Dec,4,2021
2021-12-19,1,Sun,50,12,Dec,4,2021
2021-12-20,2,Mon,51,12,Dec,4,2021
2021-12-21,3,Tue,51,12,Dec,4,2021
2021-12-22,4,Wed,51,12,Dec,4,2021
2021-12-23,5,Thu,51,12,Dec,4,2021
2021-12-24,6,Fri,51,12,Dec,4,2021
2021-12-25,7,Sat,51,12,Dec,4,2021
2021-12-26,1,Sun,51,12,Dec,4,2021
2021-12-27,2,Mon,52,12,Dec,4,2021
2021-12-28,3,Tue,52,12,Dec,4,2021
2021-12-29,4,Wed,52,12,Dec,4,2021
2021-12-30,5,Thu,52,12,Dec,4,2021
2021-12-31,6,Fri,52,12,Dec,4,2021
2022-01-01,7,Sat,52,1,Jan,1,2022
2022-01-02,1,Sun,52,1,Jan,1,2022
2022-01-03,2,Mon,1,1,Jan,1,2022
2022-01-04,3,Tue,1,1,Jan,1,2022
2022-01-05,4,Wed,1,1,Jan,1,2022
2022-01-06,5,Thu,1,1,Jan,1,2022
2022-01-07,6,Fri,1,1,Jan,1,2022
2022-01-08,7,Sat,1,1,Jan,1,2022
2022-01-09,1,Sun,1,1,Jan,1,2022
2022-01-10,2,Mon,2,1,Jan,1,2022
2022-01-11,3,Tue,2,1,Jan,1,2022
2022-01-12,4,Wed,2,1,Jan,1,2022
2022-01-13,5,Thu,2,1,Jan,1,2022
2022-01-14,6,Fri,2,1,Jan,1,2022
2022-01-15,7,Sat,2,1,Jan,1,2022
2022-01-16,1,Sun,2,1,Jan,1,2022
2022-01-17,2,Mon,3,1,Jan,1,2022
2022-01-18,3,Tue,3,1,Jan,1,2022
2022-01-19,4,Wed,3,1,Jan,1,2022
2022-01-20,5,Thu,3,1,Jan,1,2022
2022-01-21,6,Fri,3,1,Jan,1,2022
2022-01-22,7,Sat,3,1,Jan,1,2022
2022-01-23,1,Sun,3,1,Jan,1,2022
2022-01-24,2,Mon,4,1,Jan,1,2022
2022-01-25,3,Tue,4,1,Jan,1,2022
2022-01-26,4,Wed,4,1,Jan,1,2022
2022-01-27,5,Thu,4,1,Jan,1,2022
2022-01-28,6,Fri,4,1,Jan,1,2022
2022-01-29,7,Sat,4,1,Jan,1,2022
2022-01-30,1,Sun,4,1,Jan,1,2022
2022-01-31,2,Mon,5,1,Jan,1,2022
2022-02-01,3,Tue,5,2,Feb,1,2022
2022-02-02,4,Wed,5,2,Feb,1,2022
2022-02-03,5,Thu,5,2,Feb,1,2022
2022-02-04,6,Fri,5,2,Feb,1,2022
2022-02-05,7,Sat,5,2,Feb,1,2022
2022-02-06,1,Sun,5,2,Feb,1,2022
2022-02-07,2,Mon,6,2,Feb,1,2022
2022-02-08,3,Tue,6,2,Feb,1,2022
2022-02-09,4,Wed,6,2,Feb,1,2022
2022-02-10,5,Thu,6,2,Feb,1,2022
2022-02-11,6,Fri,6,2,Feb,1,2022
2022-02-12,7,Sat,6,2,Feb,1,2022
2022-02-13,1,Sun,6,2,Feb,1,2022
2022-02-14,2,Mon,7,2,Feb,1,2022
2022-02-15,3,Tue,7,2,Feb,1,2022
2022-02-16,4,Wed,7,2,Feb,1,2022
2022-02-17,5,Thu,7,2,Feb,1,2022
2022-02-18,6,Fri,7,2,Feb,1,2022
2022-02-19,7,Sat,7,2,Feb,1,2022
2022-02-20,1,Sun,7,2,Feb,1,2022
2022-02-21,2,Mon,8,2,Feb,1,2022
2022-02-22,3,Tue,8,2,Feb,1,2022
2022-02-23,4,Wed,8,2,Feb,1,2022
2022-02-24,5,Thu,8,2,Feb,1,2022
2022-02-25,6,Fri,8,2,Feb,1,2022
2022-02-26,7,Sat,8,2,Feb,1,2022
2022-02-27,1,Sun,8,2,Feb,1,2022
2022-02-28,2,Mon,9,2,Feb,1,2022
2022-03-01,3,Tue,9,3,Mar,1,2022
2022-03-02,4,Wed,9,3,Mar,1,2022
2022-03-03,5,Thu,9,3,Mar,1,2022
2022-03-04,6,Fri,9,3,Mar,1,2022
2022-03-05,7,Sat,9,3,Mar,1,2022
2022-03-06,1,Sun,9,3,Mar,1,2022
2022-03-07,2,Mon,10,3,Mar,1,2022
2022-03-08,3,Tue,10,3,Mar,1,2022
2022-03-09,4,Wed,10,3,Mar,1,2022
2022-03-10,5,Thu,10,3,Mar,1,2022
2022-03-11,6,Fri,10,3,Mar,1,2022
