State,Code,Day,daily_vaccinations_per_million
Alabama,1,2021-01-13,0.1205
Alabama,1,2021-01-14,0.1445
Alabama,1,2021-01-15,0.1525
Alabama,1,2021-01-16,0.1529
Alabama,1,2021-01-17,0.1531
Alabama,1,2021-01-18,0.1533
Alabama,1,2021-01-19,0.1534
Alabama,1,2021-01-20,0.1607
Alabama,1,2021-01-21,0.2145
Alabama,1,2021-01-22,0.2877
Alabama,1,2021-01-23,0.3304
Alabama,1,2021-01-24,0.3731
Alabama,1,2021-01-25,0.3711
Alabama,1,2021-01-26,0.3618
Alabama,1,2021-01-27,0.3707
Alabama,1,2021-01-28,0.3294
Alabama,1,2021-01-29,0.296
Alabama,1,2021-01-30,0.3522
Alabama,1,2021-01-31,0.3212
Alabama,1,2021-02-01,0.3137
Alabama,1,2021-02-02,0.3407
Alabama,1,2021-02-03,0.3552
Alabama,1,2021-02-04,0.3771
Alabama,1,2021-02-05,0.3778
Alabama,1,2021-02-06,0.3285
Alabama,1,2021-02-07,0.3157
Alabama,1,2021-02-08,0.3186
Alabama,1,2021-02-09,0.347
Alabama,1,2021-02-10,0.3714
Alabama,1,2021-02-11,0.3928
Alabama,1,2021-02-12,0.4094
Alabama,1,2021-02-13,0.4253
Alabama,1,2021-02-14,0.4368
Alabama,1,2021-02-15,0.4569
Alabama,1,2021-02-16,0.4245
Alabama,1,2021-02-17,0.3911
Alabama,1,2021-02-18,0.3753
Alabama,1,2021-02-19,0.4895
Alabama,1,2021-02-20,0.5121
Alabama,1,2021-02-21,0.5138
Alabama,1,2021-02-22,0.4928
Alabama,1,2021-02-23,0.5198
Alabama,1,2021-02-24,0.5527
Alabama,1,2021-02-25,0.5615
Alabama,1,2021-02-26,0.4508
Alabama,1,2021-02-27,0.4491
Alabama,1,2021-02-28,0.4484
Alabama,1,2021-03-01,0.451
Alabama,1,2021-03-02,0.4576
Alabama,1,2021-03-03,0.4671
Alabama,1,2021-03-04,0.4878
Alabama,1,2021-03-05,0.4974
Alabama,1,2021-03-06,0.4913
Alabama,1,2021-03-07,0.4884
Alabama,1,2021-03-08,0.4903
Alabama,1,2021-03-09,0.4919
Alabama,1,2021-03-10,0.5063
Alabama,1,2021-03-11,0.5175
Alabama,1,2021-03-12,0.5379
Alabama,1,2021-03-13,0.5493
Alabama,1,2021-03-14,0.5492
Alabama,1,2021-03-15,0.5528
Alabama,1,2021-03-16,0.5574
Alabama,1,2021-03-17,0.5541
Alabama,1,2021-03-18,0.5252
Alabama,1,2021-03-19,0.5171
Alabama,1,2021-03-20,0.5027
Alabama,1,2021-03-21,0.5071
Alabama,1,2021-03-22,0.5036
Alabama,1,2021-03-23,0.5161
Alabama,1,2021-03-24,0.5199
Alabama,1,2021-03-25,0.5507
Alabama,1,2021-03-26,0.5382
Alabama,1,2021-03-27,0.5392
Alabama,1,2021-03-28,0.5432
Alabama,1,2021-03-29,0.5457
Alabama,1,2021-03-30,0.5483
Alabama,1,2021-03-31,0.5429
Alabama,1,2021-04-01,0.562
Alabama,1,2021-04-02,0.5887
Alabama,1,2021-04-03,0.5867
Alabama,1,2021-04-04,0.5819
Alabama,1,2021-04-05,0.5777
Alabama,1,2021-04-06,0.5806
Alabama,1,2021-04-07,0.6016
Alabama,1,2021-04-08,0.5954
Alabama,1,2021-04-09,0.6056
Alabama,1,2021-04-10,0.6354
Alabama,1,2021-04-11,0.652
Alabama,1,2021-04-12,0.6632
Alabama,1,2021-04-13,0.6713
Alabama,1,2021-04-14,0.6808
Alabama,1,2021-04-15,0.6732
Alabama,1,2021-04-16,0.6533
Alabama,1,2021-04-17,0.6275
Alabama,1,2021-04-18,0.6109
Alabama,1,2021-04-19,0.5975
Alabama,1,2021-04-20,0.584
Alabama,1,2021-04-21,0.5584
Alabama,1,2021-04-22,0.5446
Alabama,1,2021-04-23,0.5363
Alabama,1,2021-04-24,0.5268
Alabama,1,2021-04-25,0.5219
Alabama,1,2021-04-26,0.5264
Alabama,1,2021-04-27,0.5009
Alabama,1,2021-04-28,0.4874
Alabama,1,2021-04-29,0.4826
Alabama,1,2021-04-30,0.4706
Alabama,1,2021-05-01,0.4542
Alabama,1,2021-05-02,0.4408
Alabama,1,2021-05-03,0.4344
Alabama,1,2021-05-04,0.4224
Alabama,1,2021-05-05,0.417
Alabama,1,2021-05-06,0.3299
Alabama,1,2021-05-07,0.3939
Alabama,1,2021-05-08,0.4097
Alabama,1,2021-05-09,0.4239
Alabama,1,2021-05-10,0.4262
Alaska,2,2021-01-13,0.3885
Alaska,2,2021-01-14,0.4619
Alaska,2,2021-01-15,0.6015
Alaska,2,2021-01-16,0.5989
Alaska,2,2021-01-17,0.5972
Alaska,2,2021-01-18,0.5963
Alaska,2,2021-01-19,0.5955
Alaska,2,2021-01-20,0.5782
Alaska,2,2021-01-21,0.5724
Alaska,2,2021-01-22,0.6261
Alaska,2,2021-01-23,0.6831
Alaska,2,2021-01-24,0.7142
Alaska,2,2021-01-25,0.6839
Alaska,2,2021-01-26,0.6213
Alaska,2,2021-01-27,0.6504
Alaska,2,2021-01-28,0.663
Alaska,2,2021-01-29,0.5722
Alaska,2,2021-01-30,0.5257
Alaska,2,2021-01-31,0.4947
Alaska,2,2021-02-01,0.488
Alaska,2,2021-02-02,0.4939
Alaska,2,2021-02-03,0.472
Alaska,2,2021-02-04,0.4702
Alaska,2,2021-02-05,0.4609
Alaska,2,2021-02-06,0.4663
Alaska,2,2021-02-07,0.5174
Alaska,2,2021-02-08,0.5647
Alaska,2,2021-02-09,0.5747
Alaska,2,2021-02-10,0.5955
Alaska,2,2021-02-11,0.6315
Alaska,2,2021-02-12,0.6529
Alaska,2,2021-02-13,0.7029
Alaska,2,2021-02-14,0.7372
Alaska,2,2021-02-15,0.7125
Alaska,2,2021-02-16,0.7447
Alaska,2,2021-02-17,0.7296
Alaska,2,2021-02-18,0.7201
Alaska,2,2021-02-19,0.9528
Alaska,2,2021-02-20,1.0206
Alaska,2,2021-02-21,1.002
Alaska,2,2021-02-22,0.9932
Alaska,2,2021-02-23,0.9552
Alaska,2,2021-02-24,0.9771
Alaska,2,2021-02-25,0.9844
Alaska,2,2021-02-26,0.7442
Alaska,2,2021-02-27,0.6276
Alaska,2,2021-02-28,0.5781
Alaska,2,2021-03-01,0.5883
Alaska,2,2021-03-02,0.5862
Alaska,2,2021-03-03,0.58
Alaska,2,2021-03-04,0.5338
Alaska,2,2021-03-05,0.5298
Alaska,2,2021-03-06,0.568
Alaska,2,2021-03-07,0.5918
Alaska,2,2021-03-08,0.5807
Alaska,2,2021-03-09,0.6395
Alaska,2,2021-03-10,0.6721
Alaska,2,2021-03-11,0.7123
Alaska,2,2021-03-12,0.7237
Alaska,2,2021-03-13,0.6961
Alaska,2,2021-03-14,0.7481
Alaska,2,2021-03-15,0.7615
Alaska,2,2021-03-16,0.7218
Alaska,2,2021-03-17,0.7464
Alaska,2,2021-03-18,0.7368
Alaska,2,2021-03-19,0.7328
Alaska,2,2021-03-20,0.7505
Alaska,2,2021-03-21,0.7632
Alaska,2,2021-03-22,0.7509
Alaska,2,2021-03-23,0.7208
Alaska,2,2021-03-24,0.6504
Alaska,2,2021-03-25,0.6525
Alaska,2,2021-03-26,0.6585
Alaska,2,2021-03-27,0.6434
Alaska,2,2021-03-28,0.5676
Alaska,2,2021-03-29,0.5408
Alaska,2,2021-03-30,0.5426
Alaska,2,2021-03-31,0.5456
Alaska,2,2021-04-01,0.5278
Alaska,2,2021-04-02,0.5061
Alaska,2,2021-04-03,0.4802
Alaska,2,2021-04-04,0.5283
Alaska,2,2021-04-05,0.5498
Alaska,2,2021-04-06,0.5536
Alaska,2,2021-04-07,0.5751
Alaska,2,2021-04-08,0.6202
Alaska,2,2021-04-09,0.6376
Alaska,2,2021-04-10,0.6929
Alaska,2,2021-04-11,0.6392
Alaska,2,2021-04-12,0.6604
Alaska,2,2021-04-13,1.2366
Alaska,2,2021-04-14,1.2315
Alaska,2,2021-04-15,1.1038
Alaska,2,2021-04-16,1.1038
Alaska,2,2021-04-17,1.0569
Alaska,2,2021-04-18,1.0587
Alaska,2,2021-04-19,1.0207
Alaska,2,2021-04-20,0.4495
Alaska,2,2021-04-21,0.4886
Alaska,2,2021-04-22,0.592
Alaska,2,2021-04-23,0.5602
Alaska,2,2021-04-24,0.5296
Alaska,2,2021-04-25,0.4712
Alaska,2,2021-04-26,0.45
Alaska,2,2021-04-27,0.4406
Alaska,2,2021-04-28,0.3616
Alaska,2,2021-04-29,0.3982
Alaska,2,2021-04-30,0.3758
Alaska,2,2021-05-01,0.4629
Alaska,2,2021-05-02,0.4455
Alaska,2,2021-05-03,0.4357
Alaska,2,2021-05-04,0.4216
Alaska,2,2021-05-05,0.4188
Alaska,2,2021-05-06,0.3223
Alaska,2,2021-05-07,0.3173
Alaska,2,2021-05-08,0.2082
Alaska,2,2021-05-09,0.1743
Alaska,2,2021-05-10,0.2402
American Samoa,60,2021-01-13,0.8134
American Samoa,60,2021-01-14,0.7614
American Samoa,60,2021-01-15,1.0523
American Samoa,60,2021-01-16,0.8871
American Samoa,60,2021-01-17,0.7883
American Samoa,60,2021-01-18,0.7219
American Samoa,60,2021-01-19,0.6752
American Samoa,60,2021-01-20,0.7021
American Samoa,60,2021-01-21,0.6913
American Samoa,60,2021-01-22,0.6895
American Samoa,60,2021-01-23,0.7003
American Samoa,60,2021-01-24,0.9553
American Samoa,60,2021-01-25,0.8996
American Samoa,60,2021-01-26,0.9122
American Samoa,60,2021-01-27,0.9679
American Samoa,60,2021-01-28,0.8781
American Samoa,60,2021-01-29,0.8601
American Samoa,60,2021-01-30,0.7937
American Samoa,60,2021-01-31,0.4812
American Samoa,60,2021-02-01,0.6967
American Samoa,60,2021-02-02,0.6267
American Samoa,60,2021-02-03,0.5082
American Samoa,60,2021-02-04,0.5567
American Samoa,60,2021-02-05,0.5405
American Samoa,60,2021-02-06,0.598
American Samoa,60,2021-02-07,0.598
American Samoa,60,2021-02-08,0.3843
American Samoa,60,2021-02-09,0.492
American Samoa,60,2021-02-10,0.5782
American Samoa,60,2021-02-11,0.5782
American Samoa,60,2021-02-12,0.7703
American Samoa,60,2021-02-13,0.8009
American Samoa,60,2021-02-14,0.8009
American Samoa,60,2021-02-15,0.8943
American Samoa,60,2021-02-16,0.8799
American Samoa,60,2021-02-17,0.7578
American Samoa,60,2021-02-18,0.7075
American Samoa,60,2021-02-19,0.3178
American Samoa,60,2021-02-20,0.6051
American Samoa,60,2021-02-21,0.8709
American Samoa,60,2021-02-22,0.7883
American Samoa,60,2021-02-23,0.6949
American Samoa,60,2021-02-24,0.8907
American Samoa,60,2021-02-25,0.8907
American Samoa,60,2021-02-26,1.0433
American Samoa,60,2021-02-27,0.6662
American Samoa,60,2021-02-28,0.4004
American Samoa,60,2021-03-01,0.3897
American Samoa,60,2021-03-02,0.58
American Samoa,60,2021-03-03,0.343
American Samoa,60,2021-03-04,0.483
American Samoa,60,2021-03-05,0.3304
American Samoa,60,2021-03-06,0.3304
American Samoa,60,2021-03-07,0.3304
American Samoa,60,2021-03-08,0.3304
American Samoa,60,2021-03-09,0.1401
American Samoa,60,2021-03-10,0.6716
American Samoa,60,2021-03-11,0.5315
American Samoa,60,2021-03-12,0.5315
American Samoa,60,2021-03-13,0.5315
American Samoa,60,2021-03-14,0.5315
American Samoa,60,2021-03-15,0.686
American Samoa,60,2021-03-16,0.686
American Samoa,60,2021-03-17,0.1544
American Samoa,60,2021-03-18,0.1544
American Samoa,60,2021-03-19,0.1544
American Samoa,60,2021-03-20,0.1544
American Samoa,60,2021-03-21,0.1544
American Samoa,60,2021-03-22,0.6967
American Samoa,60,2021-03-23,0.7596
American Samoa,60,2021-03-24,0.9068
American Samoa,60,2021-03-25,0.914
American Samoa,60,2021-03-26,1.0774
American Samoa,60,2021-03-27,1.0846
American Samoa,60,2021-03-28,1.0846
American Samoa,60,2021-03-29,0.3879
American Samoa,60,2021-03-30,0.4651
American Samoa,60,2021-03-31,0.8547
American Samoa,60,2021-04-01,0.8476
American Samoa,60,2021-04-02,0.835
American Samoa,60,2021-04-03,0.8296
American Samoa,60,2021-04-04,0.8332
American Samoa,60,2021-04-05,0.8332
American Samoa,60,2021-04-06,0.6913
American Samoa,60,2021-04-07,0.4328
American Samoa,60,2021-04-08,0.4453
American Samoa,60,2021-04-09,0.4579
American Samoa,60,2021-04-10,0.4579
American Samoa,60,2021-04-11,0.6123
American Samoa,60,2021-04-12,0.6123
American Samoa,60,2021-04-13,0.6123
American Samoa,60,2021-04-14,0.4956
American Samoa,60,2021-04-15,0.483
American Samoa,60,2021-04-16,0.6231
American Samoa,60,2021-04-17,0.6231
American Samoa,60,2021-04-18,0.4633
American Samoa,60,2021-04-19,0.4633
American Samoa,60,2021-04-20,0.4633
American Samoa,60,2021-04-21,0.3358
American Samoa,60,2021-04-22,0.3358
American Samoa,60,2021-04-23,0.3232
American Samoa,60,2021-04-24,0.3232
American Samoa,60,2021-04-25,0.4148
American Samoa,60,2021-04-26,0.4148
American Samoa,60,2021-04-27,0.4705
American Samoa,60,2021-04-28,0.4399
American Samoa,60,2021-04-29,0.5764
American Samoa,60,2021-04-30,0.3879
American Samoa,60,2021-05-01,0.3879
American Samoa,60,2021-05-02,0.2963
American Samoa,60,2021-05-03,0.2963
American Samoa,60,2021-05-04,0.3376
American Samoa,60,2021-05-05,0.3753
American Samoa,60,2021-05-06,0.2388
American Samoa,60,2021-05-07,0.237
American Samoa,60,2021-05-08,0.237
American Samoa,60,2021-05-09,0.237
American Samoa,60,2021-05-10,0.237
Arizona,4,2021-01-13,0.184
Arizona,4,2021-01-14,0.2219
Arizona,4,2021-01-15,0.2552
Arizona,4,2021-01-16,0.2508
Arizona,4,2021-01-17,0.2482
Arizona,4,2021-01-18,0.2464
Arizona,4,2021-01-19,0.2452
Arizona,4,2021-01-20,0.2495
Arizona,4,2021-01-21,0.2556
Arizona,4,2021-01-22,0.2596
Arizona,4,2021-01-23,0.2877
Arizona,4,2021-01-24,0.312
Arizona,4,2021-01-25,0.3232
Arizona,4,2021-01-26,0.3231
Arizona,4,2021-01-27,0.3462
Arizona,4,2021-01-28,0.3597
Arizona,4,2021-01-29,0.3763
Arizona,4,2021-01-30,0.3855
Arizona,4,2021-01-31,0.3994
Arizona,4,2021-02-01,0.4062
Arizona,4,2021-02-02,0.394
Arizona,4,2021-02-03,0.3882
Arizona,4,2021-02-04,0.3905
Arizona,4,2021-02-05,0.3893
Arizona,4,2021-02-06,0.411
Arizona,4,2021-02-07,0.4222
Arizona,4,2021-02-08,0.4326
Arizona,4,2021-02-09,0.4556
Arizona,4,2021-02-10,0.4744
Arizona,4,2021-02-11,0.5014
Arizona,4,2021-02-12,0.5316
Arizona,4,2021-02-13,0.5382
Arizona,4,2021-02-14,0.5494
Arizona,4,2021-02-15,0.5512
Arizona,4,2021-02-16,0.5707
Arizona,4,2021-02-17,0.5243
Arizona,4,2021-02-18,0.5126
Arizona,4,2021-02-19,0.7578
Arizona,4,2021-02-20,0.7542
Arizona,4,2021-02-21,0.7468
Arizona,4,2021-02-22,0.7551
Arizona,4,2021-02-23,0.7286
Arizona,4,2021-02-24,0.7675
Arizona,4,2021-02-25,0.7944
Arizona,4,2021-02-26,0.5788
Arizona,4,2021-02-27,0.5946
Arizona,4,2021-02-28,0.6335
Arizona,4,2021-03-01,0.6726
Arizona,4,2021-03-02,0.7143
Arizona,4,2021-03-03,0.7361
Arizona,4,2021-03-04,0.7309
Arizona,4,2021-03-05,0.721
Arizona,4,2021-03-06,0.6192
Arizona,4,2021-03-07,0.7265
Arizona,4,2021-03-08,0.7183
Arizona,4,2021-03-09,0.6989
Arizona,4,2021-03-10,0.7116
Arizona,4,2021-03-11,0.7271
Arizona,4,2021-03-12,0.7451
Arizona,4,2021-03-13,0.8653
Arizona,4,2021-03-14,0.7753
Arizona,4,2021-03-15,0.7662
Arizona,4,2021-03-16,0.8036
Arizona,4,2021-03-17,0.7928
Arizona,4,2021-03-18,0.795
Arizona,4,2021-03-19,0.6725
Arizona,4,2021-03-20,0.6699
Arizona,4,2021-03-21,0.6583
Arizona,4,2021-03-22,0.662
Arizona,4,2021-03-23,0.6188
Arizona,4,2021-03-24,0.6134
Arizona,4,2021-03-25,0.6892
Arizona,4,2021-03-26,0.8011
Arizona,4,2021-03-27,0.8118
Arizona,4,2021-03-28,0.8158
Arizona,4,2021-03-29,0.8246
Arizona,4,2021-03-30,0.8416
Arizona,4,2021-03-31,0.8666
Arizona,4,2021-04-01,0.7968
Arizona,4,2021-04-02,0.8094
Arizona,4,2021-04-03,0.8126
Arizona,4,2021-04-04,0.8078
Arizona,4,2021-04-05,0.8035
Arizona,4,2021-04-06,0.8041
Arizona,4,2021-04-07,0.792
Arizona,4,2021-04-08,0.7627
Arizona,4,2021-04-09,0.7736
Arizona,4,2021-04-10,0.7859
Arizona,4,2021-04-11,0.7945
Arizona,4,2021-04-12,0.7782
Arizona,4,2021-04-13,0.7751
Arizona,4,2021-04-14,0.7767
Arizona,4,2021-04-15,0.7957
Arizona,4,2021-04-16,0.7672
Arizona,4,2021-04-17,0.7587
Arizona,4,2021-04-18,0.7473
Arizona,4,2021-04-19,0.7483
Arizona,4,2021-04-20,0.7408
Arizona,4,2021-04-21,0.748
Arizona,4,2021-04-22,0.7497
Arizona,4,2021-04-23,0.7529
Arizona,4,2021-04-24,0.7351
Arizona,4,2021-04-25,0.7199
Arizona,4,2021-04-26,0.7106
Arizona,4,2021-04-27,0.7056
Arizona,4,2021-04-28,0.685
Arizona,4,2021-04-29,0.659
Arizona,4,2021-04-30,0.6286
Arizona,4,2021-05-01,0.6058
Arizona,4,2021-05-02,0.5694
Arizona,4,2021-05-03,0.5191
Arizona,4,2021-05-04,0.4963
Arizona,4,2021-05-05,0.4624
Arizona,4,2021-05-06,0.462
Arizona,4,2021-05-07,0.4527
Arizona,4,2021-05-08,0.4193
Arizona,4,2021-05-09,0.4121
Arizona,4,2021-05-10,0.4611
Arkansas,5,2021-01-13,1.7886
Arkansas,5,2021-01-14,1.1173
Arkansas,5,2021-01-15,0.8556
Arkansas,5,2021-01-16,0.6914
Arkansas,5,2021-01-17,0.5929
Arkansas,5,2021-01-18,0.5272
Arkansas,5,2021-01-19,0.4803
Arkansas,5,2021-01-20,0.3714
Arkansas,5,2021-01-21,0.3077
Arkansas,5,2021-01-22,0.3945
Arkansas,5,2021-01-23,0.3661
Arkansas,5,2021-01-24,0.3972
Arkansas,5,2021-01-25,0.4012
Arkansas,5,2021-01-26,0.4448
Arkansas,5,2021-01-27,0.3764
Arkansas,5,2021-01-28,0.3764
Arkansas,5,2021-01-29,0.3234
Arkansas,5,2021-01-30,0.4117
Arkansas,5,2021-01-31,0.4239
Arkansas,5,2021-02-01,0.4267
Arkansas,5,2021-02-02,0.3701
Arkansas,5,2021-02-03,0.3296
Arkansas,5,2021-02-04,0.4043
Arkansas,5,2021-02-05,0.3843
Arkansas,5,2021-02-06,0.4072
Arkansas,5,2021-02-07,0.4244
Arkansas,5,2021-02-08,0.4281
Arkansas,5,2021-02-09,0.4244
Arkansas,5,2021-02-10,0.4526
Arkansas,5,2021-02-11,0.4382
Arkansas,5,2021-02-12,0.4543
Arkansas,5,2021-02-13,0.3915
Arkansas,5,2021-02-14,0.3744
Arkansas,5,2021-02-15,0.3613
Arkansas,5,2021-02-16,0.3754
Arkansas,5,2021-02-17,0.3261
Arkansas,5,2021-02-18,0.2837
Arkansas,5,2021-02-19,0.332
Arkansas,5,2021-02-20,0.3007
Arkansas,5,2021-02-21,0.2648
Arkansas,5,2021-02-22,0.2719
Arkansas,5,2021-02-23,0.2687
Arkansas,5,2021-02-24,0.3196
Arkansas,5,2021-02-25,0.3873
Arkansas,5,2021-02-26,0.3821
Arkansas,5,2021-02-27,0.4817
Arkansas,5,2021-02-28,0.572
Arkansas,5,2021-03-01,0.5972
Arkansas,5,2021-03-02,0.6183
Arkansas,5,2021-03-03,0.6294
Arkansas,5,2021-03-04,0.624
Arkansas,5,2021-03-05,0.5954
Arkansas,5,2021-03-06,0.575
Arkansas,5,2021-03-07,0.5489
Arkansas,5,2021-03-08,0.5292
Arkansas,5,2021-03-09,0.5299
Arkansas,5,2021-03-10,0.529
Arkansas,5,2021-03-11,0.4531
Arkansas,5,2021-03-12,0.5342
Arkansas,5,2021-03-13,0.6556
Arkansas,5,2021-03-14,0.5556
Arkansas,5,2021-03-15,0.5644
Arkansas,5,2021-03-16,0.5411
Arkansas,5,2021-03-17,0.5372
Arkansas,5,2021-03-18,0.6143
Arkansas,5,2021-03-19,0.5506
Arkansas,5,2021-03-20,0.4371
Arkansas,5,2021-03-21,0.5532
Arkansas,5,2021-03-22,0.5491
Arkansas,5,2021-03-23,0.5461
Arkansas,5,2021-03-24,0.5673
Arkansas,5,2021-03-25,0.5986
Arkansas,5,2021-03-26,0.6308
Arkansas,5,2021-03-27,0.6602
Arkansas,5,2021-03-28,0.6836
Arkansas,5,2021-03-29,0.6872
Arkansas,5,2021-03-30,0.6944
Arkansas,5,2021-03-31,0.7138
Arkansas,5,2021-04-01,0.7274
Arkansas,5,2021-04-02,0.7475
Arkansas,5,2021-04-03,0.9046
Arkansas,5,2021-04-04,0.7712
Arkansas,5,2021-04-05,0.7684
Arkansas,5,2021-04-06,0.786
Arkansas,5,2021-04-07,0.7949
Arkansas,5,2021-04-08,0.803
Arkansas,5,2021-04-09,0.7653
Arkansas,5,2021-04-10,0.6373
Arkansas,5,2021-04-11,0.7691
Arkansas,5,2021-04-12,0.7702
Arkansas,5,2021-04-13,0.753
Arkansas,5,2021-04-14,0.7436
Arkansas,5,2021-04-15,0.7363
Arkansas,5,2021-04-16,0.7385
Arkansas,5,2021-04-17,0.6892
Arkansas,5,2021-04-18,0.6746
Arkansas,5,2021-04-19,0.6608
Arkansas,5,2021-04-20,0.6663
Arkansas,5,2021-04-21,0.649
Arkansas,5,2021-04-22,0.6244
Arkansas,5,2021-04-23,0.5988
Arkansas,5,2021-04-24,0.5758
Arkansas,5,2021-04-25,0.5347
Arkansas,5,2021-04-26,0.5493
Arkansas,5,2021-04-27,0.5329
Arkansas,5,2021-04-28,0.5112
Arkansas,5,2021-04-29,0.4973
Arkansas,5,2021-04-30,0.4689
Arkansas,5,2021-05-01,0.4563
Arkansas,5,2021-05-02,0.4706
Arkansas,5,2021-05-03,0.4521
Arkansas,5,2021-05-04,0.4588
Arkansas,5,2021-05-05,0.4361
Arkansas,5,2021-05-06,0.4186
Arkansas,5,2021-05-07,0.4027
Arkansas,5,2021-05-08,0.3876
Arkansas,5,2021-05-09,0.359
Arkansas,5,2021-05-10,0.3567
California,6,2021-01-13,0.1903
California,6,2021-01-14,0.2012
California,6,2021-01-15,0.2165
California,6,2021-01-16,0.2237
California,6,2021-01-17,0.228
California,6,2021-01-18,0.2308
California,6,2021-01-19,0.2329
California,6,2021-01-20,0.2317
California,6,2021-01-21,0.2381
California,6,2021-01-22,0.2642
California,6,2021-01-23,0.3031
California,6,2021-01-24,0.3374
California,6,2021-01-25,0.3496
California,6,2021-01-26,0.3565
California,6,2021-01-27,0.3787
California,6,2021-01-28,0.4024
California,6,2021-01-29,0.4002
California,6,2021-01-30,0.3932
California,6,2021-01-31,0.3924
California,6,2021-02-01,0.4059
California,6,2021-02-02,0.3967
California,6,2021-02-03,0.3947
California,6,2021-02-04,0.3532
California,6,2021-02-05,0.3652
California,6,2021-02-06,0.3767
California,6,2021-02-07,0.4338
California,6,2021-02-08,0.4446
California,6,2021-02-09,0.4486
California,6,2021-02-10,0.4649
California,6,2021-02-11,0.5102
California,6,2021-02-12,0.5136
California,6,2021-02-13,0.5152
California,6,2021-02-14,0.4828
California,6,2021-02-15,0.4819
California,6,2021-02-16,0.5158
California,6,2021-02-17,0.4938
California,6,2021-02-18,0.4922
California,6,2021-02-19,0.587
California,6,2021-02-20,0.5926
California,6,2021-02-21,0.5904
California,6,2021-02-22,0.5745
California,6,2021-02-23,0.5485
California,6,2021-02-24,0.5615
California,6,2021-02-25,0.5669
California,6,2021-02-26,0.4868
California,6,2021-02-27,0.4934
California,6,2021-02-28,0.4944
California,6,2021-03-01,0.5428
California,6,2021-03-02,0.6396
California,6,2021-03-03,0.6707
California,6,2021-03-04,0.6494
California,6,2021-03-05,0.6365
California,6,2021-03-06,0.6683
California,6,2021-03-07,0.6557
California,6,2021-03-08,0.6144
California,6,2021-03-09,0.5165
California,6,2021-03-10,0.4813
California,6,2021-03-11,0.4918
California,6,2021-03-12,0.4905
California,6,2021-03-13,0.5303
California,6,2021-03-14,0.4514
California,6,2021-03-15,0.5427
California,6,2021-03-16,0.6366
California,6,2021-03-17,0.7587
California,6,2021-03-18,0.847
California,6,2021-03-19,0.8876
California,6,2021-03-20,0.8657
California,6,2021-03-21,1.0213
California,6,2021-03-22,0.9921
California,6,2021-03-23,0.9627
California,6,2021-03-24,0.915
California,6,2021-03-25,0.9036
California,6,2021-03-26,0.9561
California,6,2021-03-27,0.9649
California,6,2021-03-28,0.9497
California,6,2021-03-29,0.9592
California,6,2021-03-30,0.9303
California,6,2021-03-31,0.9153
California,6,2021-04-01,0.919
California,6,2021-04-02,0.8889
California,6,2021-04-03,0.9056
California,6,2021-04-04,0.9499
California,6,2021-04-05,0.9421
California,6,2021-04-06,0.9269
California,6,2021-04-07,0.9554
California,6,2021-04-08,0.9543
California,6,2021-04-09,0.9906
California,6,2021-04-10,1.0239
California,6,2021-04-11,1.0094
California,6,2021-04-12,0.9841
California,6,2021-04-13,0.9912
California,6,2021-04-14,1.0324
California,6,2021-04-15,1.0842
California,6,2021-04-16,1.2011
California,6,2021-04-17,1.1888
California,6,2021-04-18,1.2068
California,6,2021-04-19,1.2308
California,6,2021-04-20,1.2517
California,6,2021-04-21,1.1903
California,6,2021-04-22,1.1363
California,6,2021-04-23,0.9688
California,6,2021-04-24,0.9879
California,6,2021-04-25,0.9786
California,6,2021-04-26,0.9819
California,6,2021-04-27,0.9703
California,6,2021-04-28,0.9496
California,6,2021-04-29,0.9301
California,6,2021-04-30,0.9026
California,6,2021-05-01,0.9107
California,6,2021-05-02,0.8628
California,6,2021-05-03,0.8066
California,6,2021-05-04,0.7578
California,6,2021-05-05,0.7342
California,6,2021-05-06,0.7375
California,6,2021-05-07,0.7753
California,6,2021-05-08,0.7011
California,6,2021-05-09,0.6959
California,6,2021-05-10,0.7433
Colorado,8,2021-01-13,0.2646
Colorado,8,2021-01-14,0.2629
Colorado,8,2021-01-15,0.2767
Colorado,8,2021-01-16,0.2705
Colorado,8,2021-01-17,0.2668
Colorado,8,2021-01-18,0.2644
Colorado,8,2021-01-19,0.2626
Colorado,8,2021-01-20,0.25
Colorado,8,2021-01-21,0.2443
Colorado,8,2021-01-22,0.2606
Colorado,8,2021-01-23,0.2246
Colorado,8,2021-01-24,0.3305
Colorado,8,2021-01-25,0.3277
Colorado,8,2021-01-26,0.3162
Colorado,8,2021-01-27,0.3326
Colorado,8,2021-01-28,0.3535
Colorado,8,2021-01-29,0.3587
Colorado,8,2021-01-30,0.4169
Colorado,8,2021-01-31,0.3342
Colorado,8,2021-02-01,0.352
Colorado,8,2021-02-02,0.3562
Colorado,8,2021-02-03,0.3537
Colorado,8,2021-02-04,0.3553
Colorado,8,2021-02-05,0.3469
Colorado,8,2021-02-06,0.3709
Colorado,8,2021-02-07,0.3986
Colorado,8,2021-02-08,0.4023
Colorado,8,2021-02-09,0.3875
Colorado,8,2021-02-10,0.4215
Colorado,8,2021-02-11,0.4371
Colorado,8,2021-02-12,0.4538
Colorado,8,2021-02-13,0.4731
Colorado,8,2021-02-14,0.4885
Colorado,8,2021-02-15,0.5253
Colorado,8,2021-02-16,0.6029
Colorado,8,2021-02-17,0.5882
Colorado,8,2021-02-18,0.5902
