State,Code,Day,daily_vaccinations_per_million
Nebraska,31,2021-04-16,1.0962
Nebraska,31,2021-04-17,1.0948
Nebraska,31,2021-04-18,1.0141
Nebraska,31,2021-04-19,0.9954
Nebraska,31,2021-04-20,0.8222
Nebraska,31,2021-04-21,0.731
Nebraska,31,2021-04-22,0.7549
Nebraska,31,2021-04-23,0.6162
Nebraska,31,2021-04-24,0.6584
Nebraska,31,2021-04-25,0.5765
Nebraska,31,2021-04-26,0.7422
Nebraska,31,2021-04-27,0.6169
Nebraska,31,2021-04-28,0.6796
Nebraska,31,2021-04-29,0.6062
Nebraska,31,2021-04-30,0.5421
Nebraska,31,2021-05-01,0.501
Nebraska,31,2021-05-02,0.6896
Nebraska,31,2021-05-03,0.6095
Nebraska,31,2021-05-04,0.6095
Nebraska,31,2021-05-05,0.5249
Nebraska,31,2021-05-06,0.5288
Nebraska,31,2021-05-07,0.6212
Nebraska,31,2021-05-08,0.7312
Nebraska,31,2021-05-09,0.7175
Nebraska,31,2021-05-10,0.6881
Nevada,32,2021-01-13,0
Nevada,32,2021-01-14,0.2466
Nevada,32,2021-01-15,0.2383
Nevada,32,2021-01-16,0.2176
Nevada,32,2021-01-17,0.2052
Nevada,32,2021-01-18,0.1969
Nevada,32,2021-01-19,0.191
Nevada,32,2021-01-20,0.2109
Nevada,32,2021-01-21,0.1815
Nevada,32,2021-01-22,0.1984
Nevada,32,2021-01-23,0.2252
Nevada,32,2021-01-24,0.2734
Nevada,32,2021-01-25,0.2867
Nevada,32,2021-01-26,0.2853
Nevada,32,2021-01-27,0.3118
Nevada,32,2021-01-28,0.3662
Nevada,32,2021-01-29,0.3883
Nevada,32,2021-01-30,0.4043
Nevada,32,2021-01-31,0.4122
Nevada,32,2021-02-01,0.4123
Nevada,32,2021-02-02,0.4119
Nevada,32,2021-02-03,0.4875
Nevada,32,2021-02-04,0.4483
Nevada,32,2021-02-05,0.4366
Nevada,32,2021-02-06,0.4548
Nevada,32,2021-02-07,0.4313
Nevada,32,2021-02-08,0.4542
Nevada,32,2021-02-09,0.4562
Nevada,32,2021-02-10,0.4029
Nevada,32,2021-02-11,0.4057
Nevada,32,2021-02-12,0.4167
Nevada,32,2021-02-13,0.4119
Nevada,32,2021-02-14,0.4376
Nevada,32,2021-02-15,0.4217
Nevada,32,2021-02-16,0.4419
Nevada,32,2021-02-17,0.402
Nevada,32,2021-02-18,0.4077
Nevada,32,2021-02-19,0.5944
Nevada,32,2021-02-20,0.671
Nevada,32,2021-02-21,0.6557
Nevada,32,2021-02-22,0.6906
Nevada,32,2021-02-23,0.7032
Nevada,32,2021-02-24,0.7134
Nevada,32,2021-02-25,0.7199
Nevada,32,2021-02-26,0.5576
Nevada,32,2021-02-27,0.5094
Nevada,32,2021-02-28,0.5375
Nevada,32,2021-03-01,0.5965
Nevada,32,2021-03-02,0.5786
Nevada,32,2021-03-03,0.5896
Nevada,32,2021-03-04,0.5935
Nevada,32,2021-03-05,0.6063
Nevada,32,2021-03-06,0.6236
Nevada,32,2021-03-07,0.6659
Nevada,32,2021-03-08,0.6529
Nevada,32,2021-03-09,0.6576
Nevada,32,2021-03-10,0.6711
Nevada,32,2021-03-11,0.7158
Nevada,32,2021-03-12,0.7304
Nevada,32,2021-03-13,0.7359
Nevada,32,2021-03-14,0.7425
Nevada,32,2021-03-15,0.7324
Nevada,32,2021-03-16,0.7197
Nevada,32,2021-03-17,0.7221
Nevada,32,2021-03-18,0.7318
Nevada,32,2021-03-19,0.7226
Nevada,32,2021-03-20,0.7305
Nevada,32,2021-03-21,0.7236
Nevada,32,2021-03-22,0.701
Nevada,32,2021-03-23,0.6971
Nevada,32,2021-03-24,0.7029
Nevada,32,2021-03-25,0.706
Nevada,32,2021-03-26,0.7301
Nevada,32,2021-03-27,0.7334
Nevada,32,2021-03-28,0.7312
Nevada,32,2021-03-29,0.7564
Nevada,32,2021-03-30,0.7633
Nevada,32,2021-03-31,0.7543
Nevada,32,2021-04-01,0.7406
Nevada,32,2021-04-02,0.7197
Nevada,32,2021-04-03,0.7303
Nevada,32,2021-04-04,0.7379
Nevada,32,2021-04-05,0.7162
Nevada,32,2021-04-06,0.7058
Nevada,32,2021-04-07,0.7264
Nevada,32,2021-04-08,0.7544
Nevada,32,2021-04-09,0.8212
Nevada,32,2021-04-10,0.8522
Nevada,32,2021-04-11,0.8851
Nevada,32,2021-04-12,0.935
Nevada,32,2021-04-13,0.9506
Nevada,32,2021-04-14,0.9484
Nevada,32,2021-04-15,0.9649
Nevada,32,2021-04-16,0.9178
Nevada,32,2021-04-17,0.8708
Nevada,32,2021-04-18,0.8419
Nevada,32,2021-04-19,0.7992
Nevada,32,2021-04-20,0.7942
Nevada,32,2021-04-21,0.7877
Nevada,32,2021-04-22,0.7266
Nevada,32,2021-04-23,0.6872
Nevada,32,2021-04-24,0.6486
Nevada,32,2021-04-25,0.6124
Nevada,32,2021-04-26,0.5981
Nevada,32,2021-04-27,0.5955
Nevada,32,2021-04-28,0.5828
Nevada,32,2021-04-29,0.5818
Nevada,32,2021-04-30,0.5976
Nevada,32,2021-05-01,0.614
Nevada,32,2021-05-02,0.6068
Nevada,32,2021-05-03,0.5727
Nevada,32,2021-05-04,0.5532
Nevada,32,2021-05-05,0.545
Nevada,32,2021-05-06,0.5547
Nevada,32,2021-05-07,0.5396
Nevada,32,2021-05-08,0.5153
Nevada,32,2021-05-09,0.5209
Nevada,32,2021-05-10,0.5521
New Hampshire,33,2021-01-13,0.3387
New Hampshire,33,2021-01-14,0.2978
New Hampshire,33,2021-01-15,0.2918
New Hampshire,33,2021-01-16,0.2604
New Hampshire,33,2021-01-17,0.2416
New Hampshire,33,2021-01-18,0.229
New Hampshire,33,2021-01-19,0.22
New Hampshire,33,2021-01-20,0.2123
New Hampshire,33,2021-01-21,0.2304
New Hampshire,33,2021-01-22,0.2425
New Hampshire,33,2021-01-23,0.2631
New Hampshire,33,2021-01-24,0.2763
New Hampshire,33,2021-01-25,0.2661
New Hampshire,33,2021-01-26,0.2673
New Hampshire,33,2021-01-27,0.2906
New Hampshire,33,2021-01-28,0.3132
New Hampshire,33,2021-01-29,0.3343
New Hampshire,33,2021-01-30,0.3564
New Hampshire,33,2021-01-31,0.3674
New Hampshire,33,2021-02-01,0.3771
New Hampshire,33,2021-02-02,0.4076
New Hampshire,33,2021-02-03,0.3697
New Hampshire,33,2021-02-04,0.3639
New Hampshire,33,2021-02-05,0.3754
New Hampshire,33,2021-02-06,0.3933
New Hampshire,33,2021-02-07,0.3948
New Hampshire,33,2021-02-08,0.3791
New Hampshire,33,2021-02-09,0.346
New Hampshire,33,2021-02-10,0.3984
New Hampshire,33,2021-02-11,0.4099
New Hampshire,33,2021-02-12,0.3989
New Hampshire,33,2021-02-13,0.4149
New Hampshire,33,2021-02-14,0.4481
New Hampshire,33,2021-02-15,0.4832
New Hampshire,33,2021-02-16,0.5035
New Hampshire,33,2021-02-17,0.4426
New Hampshire,33,2021-02-18,0.4493
New Hampshire,33,2021-02-19,0.5282
New Hampshire,33,2021-02-20,0.5214
New Hampshire,33,2021-02-21,0.5492
New Hampshire,33,2021-02-22,0.581
New Hampshire,33,2021-02-23,0.6053
New Hampshire,33,2021-02-24,0.6715
New Hampshire,33,2021-02-25,0.6765
New Hampshire,33,2021-02-26,0.6145
New Hampshire,33,2021-02-27,0.6354
New Hampshire,33,2021-02-28,0.6387
New Hampshire,33,2021-03-01,0.5979
New Hampshire,33,2021-03-02,0.5912
New Hampshire,33,2021-03-03,0.6015
New Hampshire,33,2021-03-04,0.6154
New Hampshire,33,2021-03-05,0.6159
New Hampshire,33,2021-03-06,0.634
New Hampshire,33,2021-03-07,0.6356
New Hampshire,33,2021-03-08,0.6375
New Hampshire,33,2021-03-09,0.666
New Hampshire,33,2021-03-10,0.6922
New Hampshire,33,2021-03-11,0.7232
New Hampshire,33,2021-03-12,0.7649
New Hampshire,33,2021-03-13,0.83
New Hampshire,33,2021-03-14,0.8258
New Hampshire,33,2021-03-15,0.8378
New Hampshire,33,2021-03-16,0.8147
New Hampshire,33,2021-03-17,0.7711
New Hampshire,33,2021-03-18,0.7456
New Hampshire,33,2021-03-19,0.7314
New Hampshire,33,2021-03-20,0.6757
New Hampshire,33,2021-03-21,0.7276
New Hampshire,33,2021-03-22,0.7602
New Hampshire,33,2021-03-23,0.7777
New Hampshire,33,2021-03-24,0.7999
New Hampshire,33,2021-03-25,0.8042
New Hampshire,33,2021-03-26,0.7744
New Hampshire,33,2021-03-27,0.7522
New Hampshire,33,2021-03-28,0.7196
New Hampshire,33,2021-03-29,0.6828
New Hampshire,33,2021-03-30,0.6475
New Hampshire,33,2021-03-31,0.6314
New Hampshire,33,2021-04-01,1.4865
New Hampshire,33,2021-04-02,1.5385
New Hampshire,33,2021-04-03,1.8798
New Hampshire,33,2021-04-04,1.8474
New Hampshire,33,2021-04-05,2.0394
New Hampshire,33,2021-04-06,2.0361
New Hampshire,33,2021-04-07,2.2525
New Hampshire,33,2021-04-08,1.5845
New Hampshire,33,2021-04-09,1.7654
New Hampshire,33,2021-04-10,1.6571
New Hampshire,33,2021-04-11,1.9305
New Hampshire,33,2021-04-12,1.9126
New Hampshire,33,2021-04-13,2.0562
New Hampshire,33,2021-04-14,1.877
New Hampshire,33,2021-04-15,2.0139
New Hampshire,33,2021-04-16,1.9598
New Hampshire,33,2021-04-17,1.7435
New Hampshire,33,2021-04-18,1.4844
New Hampshire,33,2021-04-19,1.2997
New Hampshire,33,2021-04-20,1.1755
New Hampshire,33,2021-04-21,1.1133
New Hampshire,33,2021-04-22,0.7059
New Hampshire,33,2021-04-23,0.471
New Hampshire,33,2021-04-24,0.3696
New Hampshire,33,2021-04-25,0.2937
New Hampshire,33,2021-04-26,0.2886
New Hampshire,33,2021-04-27,0.2501
New Hampshire,33,2021-04-28,0.2195
New Hampshire,33,2021-04-29,0.2204
New Hampshire,33,2021-04-30,0.2271
New Hampshire,33,2021-05-01,0.2493
New Hampshire,33,2021-05-02,0.2522
New Hampshire,33,2021-05-03,0.2518
New Hampshire,33,2021-05-04,0.2615
New Hampshire,33,2021-05-05,0.2599
New Hampshire,33,2021-05-06,0.2239
New Hampshire,33,2021-05-07,-0.0035
New Hampshire,33,2021-05-08,-0.0284
New Hampshire,33,2021-05-09,-0.0279
New Hampshire,33,2021-05-10,-0.0274
New Jersey,34,2021-01-13,0.4721
New Jersey,34,2021-01-14,0.2385
New Jersey,34,2021-01-15,0.3604
New Jersey,34,2021-01-16,0.3287
New Jersey,34,2021-01-17,0.3098
New Jersey,34,2021-01-18,0.2971
New Jersey,34,2021-01-19,0.2881
New Jersey,34,2021-01-20,0.2722
New Jersey,34,2021-01-21,0.2715
New Jersey,34,2021-01-22,0.2369
New Jersey,34,2021-01-23,0.2622
New Jersey,34,2021-01-24,0.2847
New Jersey,34,2021-01-25,0.2956
New Jersey,34,2021-01-26,0.2824
New Jersey,34,2021-01-27,0.2889
New Jersey,34,2021-01-28,0.3474
New Jersey,34,2021-01-29,0.4231
New Jersey,34,2021-01-30,0.4311
New Jersey,34,2021-01-31,0.4179
New Jersey,34,2021-02-01,0.3975
New Jersey,34,2021-02-02,0.4195
New Jersey,34,2021-02-03,0.3858
New Jersey,34,2021-02-04,0.3273
New Jersey,34,2021-02-05,0.253
New Jersey,34,2021-02-06,0.438
New Jersey,34,2021-02-07,0.4493
New Jersey,34,2021-02-08,0.4577
New Jersey,34,2021-02-09,0.4185
New Jersey,34,2021-02-10,0.4777
New Jersey,34,2021-02-11,0.5548
New Jersey,34,2021-02-12,0.5919
New Jersey,34,2021-02-13,0.4317
New Jersey,34,2021-02-14,0.4415
New Jersey,34,2021-02-15,0.472
New Jersey,34,2021-02-16,0.5316
New Jersey,34,2021-02-17,0.5335
New Jersey,34,2021-02-18,0.5557
New Jersey,34,2021-02-19,0.5657
New Jersey,34,2021-02-20,0.5451
New Jersey,34,2021-02-21,0.5464
New Jersey,34,2021-02-22,0.52
New Jersey,34,2021-02-23,0.5335
New Jersey,34,2021-02-24,0.5198
New Jersey,34,2021-02-25,0.5214
New Jersey,34,2021-02-26,0.5447
New Jersey,34,2021-02-27,0.5789
New Jersey,34,2021-02-28,0.6058
New Jersey,34,2021-03-01,0.619
New Jersey,34,2021-03-02,0.6888
New Jersey,34,2021-03-03,0.7178
New Jersey,34,2021-03-04,0.738
New Jersey,34,2021-03-05,0.7398
New Jersey,34,2021-03-06,0.7562
New Jersey,34,2021-03-07,0.7538
New Jersey,34,2021-03-08,0.7646
New Jersey,34,2021-03-09,0.7272
New Jersey,34,2021-03-10,0.748
New Jersey,34,2021-03-11,0.8197
New Jersey,34,2021-03-12,0.8262
New Jersey,34,2021-03-13,0.8566
New Jersey,34,2021-03-14,0.8541
New Jersey,34,2021-03-15,0.8703
New Jersey,34,2021-03-16,0.8609
New Jersey,34,2021-03-17,0.8685
New Jersey,34,2021-03-18,0.8234
New Jersey,34,2021-03-19,0.8272
New Jersey,34,2021-03-20,0.8099
New Jersey,34,2021-03-21,0.8304
New Jersey,34,2021-03-22,0.8404
New Jersey,34,2021-03-23,0.7425
New Jersey,34,2021-03-24,0.8473
New Jersey,34,2021-03-25,0.8404
New Jersey,34,2021-03-26,0.8488
New Jersey,34,2021-03-27,0.867
New Jersey,34,2021-03-28,0.9027
New Jersey,34,2021-03-29,0.9144
New Jersey,34,2021-03-30,1.0553
New Jersey,34,2021-03-31,0.9639
New Jersey,34,2021-04-01,1.0528
New Jersey,34,2021-04-02,1.1201
New Jersey,34,2021-04-03,1.1467
New Jersey,34,2021-04-04,1.146
New Jersey,34,2021-04-05,1.1347
New Jersey,34,2021-04-06,1.1054
New Jersey,34,2021-04-07,1.1468
New Jersey,34,2021-04-08,1.1304
New Jersey,34,2021-04-09,1.1197
New Jersey,34,2021-04-10,1.1721
New Jersey,34,2021-04-11,1.1822
New Jersey,34,2021-04-12,1.2285
New Jersey,34,2021-04-13,1.2702
New Jersey,34,2021-04-14,1.2558
New Jersey,34,2021-04-15,1.2086
New Jersey,34,2021-04-16,1.1655
New Jersey,34,2021-04-17,1.1146
New Jersey,34,2021-04-18,1.0919
New Jersey,34,2021-04-19,1.0732
New Jersey,34,2021-04-20,1.0388
New Jersey,34,2021-04-21,1.0219
New Jersey,34,2021-04-22,1.0093
New Jersey,34,2021-04-23,1.0363
New Jersey,34,2021-04-24,1.0262
New Jersey,34,2021-04-25,1.0279
New Jersey,34,2021-04-26,1.0192
New Jersey,34,2021-04-27,1.0244
New Jersey,34,2021-04-28,1.0023
New Jersey,34,2021-04-29,0.9832
New Jersey,34,2021-04-30,0.9358
New Jersey,34,2021-05-01,0.8917
New Jersey,34,2021-05-02,0.839
New Jersey,34,2021-05-03,0.7954
New Jersey,34,2021-05-04,0.7497
New Jersey,34,2021-05-05,0.7517
New Jersey,34,2021-05-06,0.7406
New Jersey,34,2021-05-07,0.7584
New Jersey,34,2021-05-08,0.7677
New Jersey,34,2021-05-09,0.8107
New Jersey,34,2021-05-10,0.8536
New Mexico,35,2021-01-13,0.1726
New Mexico,35,2021-01-14,0.2666
New Mexico,35,2021-01-15,0.3349
New Mexico,35,2021-01-16,0.367
New Mexico,35,2021-01-17,0.3862
New Mexico,35,2021-01-18,0.399
New Mexico,35,2021-01-19,0.4082
New Mexico,35,2021-01-20,0.4186
New Mexico,35,2021-01-21,0.4296
New Mexico,35,2021-01-22,0.4275
New Mexico,35,2021-01-23,0.5156
New Mexico,35,2021-01-24,0.5546
New Mexico,35,2021-01-25,0.5194
New Mexico,35,2021-01-26,0.4905
New Mexico,35,2021-01-27,0.5026
New Mexico,35,2021-01-28,0.4921
New Mexico,35,2021-01-29,0.5226
New Mexico,35,2021-01-30,0.4335
New Mexico,35,2021-01-31,0.4361
New Mexico,35,2021-02-01,0.4807
New Mexico,35,2021-02-02,0.4597
New Mexico,35,2021-02-03,0.4616
New Mexico,35,2021-02-04,0.4761
New Mexico,35,2021-02-05,0.4646
New Mexico,35,2021-02-06,0.5061
New Mexico,35,2021-02-07,0.4609
New Mexico,35,2021-02-08,0.4603
New Mexico,35,2021-02-09,0.4663
New Mexico,35,2021-02-10,0.4755
New Mexico,35,2021-02-11,0.513
New Mexico,35,2021-02-12,0.5577
New Mexico,35,2021-02-13,0.5267
New Mexico,35,2021-02-14,0.6001
New Mexico,35,2021-02-15,0.6052
New Mexico,35,2021-02-16,0.6629
New Mexico,35,2021-02-17,0.6319
New Mexico,35,2021-02-18,0.5871
New Mexico,35,2021-02-19,1.1839
New Mexico,35,2021-02-20,1.2196
New Mexico,35,2021-02-21,1.1996
New Mexico,35,2021-02-22,1.1794
New Mexico,35,2021-02-23,1.1523
New Mexico,35,2021-02-24,1.167
New Mexico,35,2021-02-25,1.2182
New Mexico,35,2021-02-26,0.6441
New Mexico,35,2021-02-27,0.6756
New Mexico,35,2021-02-28,0.7466
New Mexico,35,2021-03-01,0.7282
New Mexico,35,2021-03-02,0.7425
New Mexico,35,2021-03-03,0.7989
New Mexico,35,2021-03-04,0.743
New Mexico,35,2021-03-05,0.7416
New Mexico,35,2021-03-06,0.8382
New Mexico,35,2021-03-07,0.7392
New Mexico,35,2021-03-08,0.833
New Mexico,35,2021-03-09,0.8007
New Mexico,35,2021-03-10,0.7134
New Mexico,35,2021-03-11,0.8434
New Mexico,35,2021-03-12,0.8831
New Mexico,35,2021-03-13,0.764
New Mexico,35,2021-03-14,0.873
New Mexico,35,2021-03-15,0.8086
New Mexico,35,2021-03-16,0.8958
New Mexico,35,2021-03-17,0.9748
New Mexico,35,2021-03-18,0.929
New Mexico,35,2021-03-19,0.924
New Mexico,35,2021-03-20,1.0009
New Mexico,35,2021-03-21,0.9742
New Mexico,35,2021-03-22,0.9922
New Mexico,35,2021-03-23,0.8933
New Mexico,35,2021-03-24,0.8714
New Mexico,35,2021-03-25,0.8934
New Mexico,35,2021-03-26,0.8916
New Mexico,35,2021-03-27,0.8928
New Mexico,35,2021-03-28,0.9516
New Mexico,35,2021-03-29,0.9615
New Mexico,35,2021-03-30,0.9585
New Mexico,35,2021-03-31,0.9974
New Mexico,35,2021-04-01,0.9938
New Mexico,35,2021-04-02,1.0243
New Mexico,35,2021-04-03,1.028
New Mexico,35,2021-04-04,0.958
New Mexico,35,2021-04-05,0.9178
New Mexico,35,2021-04-06,0.9181
New Mexico,35,2021-04-07,0.8597
New Mexico,35,2021-04-08,0.9279
New Mexico,35,2021-04-09,0.9262
New Mexico,35,2021-04-10,0.9252
New Mexico,35,2021-04-11,0.9365
New Mexico,35,2021-04-12,0.9552
New Mexico,35,2021-04-13,0.9547
New Mexico,35,2021-04-14,0.996
New Mexico,35,2021-04-15,0.9127
New Mexico,35,2021-04-16,0.8837
New Mexico,35,2021-04-17,0.8749
New Mexico,35,2021-04-18,0.8472
New Mexico,35,2021-04-19,0.8581
New Mexico,35,2021-04-20,0.8628
New Mexico,35,2021-04-21,0.8561
New Mexico,35,2021-04-22,0.8421
New Mexico,35,2021-04-23,0.8303
New Mexico,35,2021-04-24,0.7889
New Mexico,35,2021-04-25,0.7677
New Mexico,35,2021-04-26,0.724
New Mexico,35,2021-04-27,0.7194
New Mexico,35,2021-04-28,0.7071
New Mexico,35,2021-04-29,0.6779
New Mexico,35,2021-04-30,0.642
New Mexico,35,2021-05-01,0.6474
New Mexico,35,2021-05-02,0.6493
New Mexico,35,2021-05-03,0.7083
New Mexico,35,2021-05-04,0.6992
New Mexico,35,2021-05-05,0.6876
New Mexico,35,2021-05-06,0.7006
New Mexico,35,2021-05-07,0.6854
New Mexico,35,2021-05-08,0.6682
New Mexico,35,2021-05-09,0.6274
New Mexico,35,2021-05-10,0.6004
New York,36,2021-01-13,0.2721
New York,36,2021-01-14,0.2803
New York,36,2021-01-15,0.3049
New York,36,2021-01-16,0.3067
New York,36,2021-01-17,0.3078
New York,36,2021-01-18,0.3085
New York,36,2021-01-19,0.309
New York,36,2021-01-20,0.304
New York,36,2021-01-21,0.3142
New York,36,2021-01-22,0.3279
New York,36,2021-01-23,0.341
New York,36,2021-01-24,0.3573
New York,36,2021-01-25,0.3515
New York,36,2021-01-26,0.3331
New York,36,2021-01-27,0.3468
New York,36,2021-01-28,0.3775
New York,36,2021-01-29,0.3666
New York,36,2021-01-30,0.3741
New York,36,2021-01-31,0.3746
New York,36,2021-02-01,0.374
New York,36,2021-02-02,0.3763
New York,36,2021-02-03,0.3558
New York,36,2021-02-04,0.3156
New York,36,2021-02-05,0.3151
New York,36,2021-02-06,0.3183
New York,36,2021-02-07,0.3388
New York,36,2021-02-08,0.3601
New York,36,2021-02-09,0.349
New York,36,2021-02-10,0.3912
New York,36,2021-02-11,0.4116
New York,36,2021-02-12,0.4261
New York,36,2021-02-13,0.4377
New York,36,2021-02-14,0.432
New York,36,2021-02-15,0.4404
New York,36,2021-02-16,0.4911
New York,36,2021-02-17,0.4718
New York,36,2021-02-18,0.4649
New York,36,2021-02-19,0.5397
New York,36,2021-02-20,0.5248
New York,36,2021-02-21,0.5117
New York,36,2021-02-22,0.5095
New York,36,2021-02-23,0.4863
New York,36,2021-02-24,0.472
New York,36,2021-02-25,0.4593
New York,36,2021-02-26,0.3728
New York,36,2021-02-27,0.3851
New York,36,2021-02-28,0.443
New York,36,2021-03-01,0.4728
New York,36,2021-03-02,0.531
New York,36,2021-03-03,0.5776
New York,36,2021-03-04,0.6253
New York,36,2021-03-05,0.6678
New York,36,2021-03-06,0.721
New York,36,2021-03-07,0.7434
New York,36,2021-03-08,0.779
New York,36,2021-03-09,0.756
New York,36,2021-03-10,0.7961
New York,36,2021-03-11,0.8152
New York,36,2021-03-12,0.8336
New York,36,2021-03-13,0.92
New York,36,2021-03-14,0.7765
New York,36,2021-03-15,0.7543
New York,36,2021-03-16,0.7685
New York,36,2021-03-17,0.7408
New York,36,2021-03-18,0.7436
New York,36,2021-03-19,0.738
New York,36,2021-03-20,0.6541
New York,36,2021-03-21,0.7906
New York,36,2021-03-22,0.7927
New York,36,2021-03-23,0.825
New York,36,2021-03-24,0.8346
New York,36,2021-03-25,0.8319
New York,36,2021-03-26,0.8735
New York,36,2021-03-27,0.9179
New York,36,2021-03-28,0.9421
New York,36,2021-03-29,0.9839
New York,36,2021-03-30,0.9754
New York,36,2021-03-31,1.0465
New York,36,2021-04-01,1.0333
New York,36,2021-04-02,1.2631
New York,36,2021-04-03,1.3552
New York,36,2021-04-04,1.3696
New York,36,2021-04-05,1.3051
New York,36,2021-04-06,1.2762
New York,36,2021-04-07,1.2962
New York,36,2021-04-08,1.3583
New York,36,2021-04-09,1.1787
New York,36,2021-04-10,1.1237
New York,36,2021-04-11,1.1334
New York,36,2021-04-12,1.177
New York,36,2021-04-13,1.2309
New York,36,2021-04-14,1.1796
New York,36,2021-04-15,1.1755
New York,36,2021-04-16,1.1349
New York,36,2021-04-17,1.0764
New York,36,2021-04-18,1.0787
New York,36,2021-04-19,1.053
New York,36,2021-04-20,1.0224
New York,36,2021-04-21,1.0065
New York,36,2021-04-22,0.9751
New York,36,2021-04-23,0.9619
New York,36,2021-04-24,0.9502
New York,36,2021-04-25,0.8821
New York,36,2021-04-26,0.8664
New York,36,2021-04-27,0.8464
New York,36,2021-04-28,0.8504
New York,36,2021-04-29,0.9098
New York,36,2021-04-30,0.9266
New York,36,2021-05-01,0.9455
New York,36,2021-05-02,0.9161
New York,36,2021-05-03,0.8874
New York,36,2021-05-04,0.8784
New York,36,2021-05-05,0.875
New York,36,2021-05-06,0.8385
New York,36,2021-05-07,0.7819
New York,36,2021-05-08,0.7402
New York,36,2021-05-09,0.7737
New York,36,2021-05-10,0.8106
North Carolina,37,2021-01-13,0.5275
North Carolina,37,2021-01-14,0.2698
North Carolina,37,2021-01-15,0.2899
North Carolina,37,2021-01-16,0.2758
North Carolina,37,2021-01-17,0.2673
North Carolina,37,2021-01-18,0.2617
North Carolina,37,2021-01-19,0.2577
North Carolina,37,2021-01-20,0.2187
North Carolina,37,2021-01-21,0.2793
North Carolina,37,2021-01-22,0.3025
North Carolina,37,2021-01-23,0.3401
North Carolina,37,2021-01-24,0.3877
North Carolina,37,2021-01-25,0.4083
North Carolina,37,2021-01-26,0.4072
North Carolina,37,2021-01-27,0.394
North Carolina,37,2021-01-28,0.5128
North Carolina,37,2021-01-29,0.4445
North Carolina,37,2021-01-30,0.4382
North Carolina,37,2021-01-31,0.4294
North Carolina,37,2021-02-01,0.4082
North Carolina,37,2021-02-02,0.3765
North Carolina,37,2021-02-03,0.4222
North Carolina,37,2021-02-04,0.291
North Carolina,37,2021-02-05,0.3526
North Carolina,37,2021-02-06,0.3712
North Carolina,37,2021-02-07,0.3962
North Carolina,37,2021-02-08,0.4067
North Carolina,37,2021-02-09,0.4241
North Carolina,37,2021-02-10,0.4214
North Carolina,37,2021-02-11,0.4348
North Carolina,37,2021-02-12,0.4595
North Carolina,37,2021-02-13,0.4797
North Carolina,37,2021-02-14,0.5106
North Carolina,37,2021-02-15,0.5132
North Carolina,37,2021-02-16,0.5412
North Carolina,37,2021-02-17,0.5431
North Carolina,37,2021-02-18,0.5443
North Carolina,37,2021-02-19,0.6971
North Carolina,37,2021-02-20,0.6611
North Carolina,37,2021-02-21,0.6144
North Carolina,37,2021-02-22,0.6184
North Carolina,37,2021-02-23,0.5903
North Carolina,37,2021-02-24,0.5852
North Carolina,37,2021-02-25,0.5832
North Carolina,37,2021-02-26,0.4433
North Carolina,37,2021-02-27,0.4866
North Carolina,37,2021-02-28,0.5438
North Carolina,37,2021-03-01,0.5727
North Carolina,37,2021-03-02,0.5815
North Carolina,37,2021-03-03,0.6026
North Carolina,37,2021-03-04,0.6144
North Carolina,37,2021-03-05,0.539
North Carolina,37,2021-03-06,0.5377
North Carolina,37,2021-03-07,0.4943
North Carolina,37,2021-03-08,0.4854
North Carolina,37,2021-03-09,0.4959
North Carolina,37,2021-03-10,0.5069
North Carolina,37,2021-03-11,0.5266
North Carolina,37,2021-03-12,0.6613
North Carolina,37,2021-03-13,0.8593
North Carolina,37,2021-03-14,0.7952
North Carolina,37,2021-03-15,0.8153
North Carolina,37,2021-03-16,0.8923
North Carolina,37,2021-03-17,0.8873
North Carolina,37,2021-03-18,0.9218
North Carolina,37,2021-03-19,0.8816
North Carolina,37,2021-03-20,0.6969
North Carolina,37,2021-03-21,0.8014
North Carolina,37,2021-03-22,0.7949
North Carolina,37,2021-03-23,0.7191
North Carolina,37,2021-03-24,0.7311
North Carolina,37,2021-03-25,0.7017
North Carolina,37,2021-03-26,0.7229
North Carolina,37,2021-03-27,0.7535
North Carolina,37,2021-03-28,0.745
North Carolina,37,2021-03-29,0.7251
North Carolina,37,2021-03-30,0.7045
North Carolina,37,2021-03-31,0.7141
North Carolina,37,2021-04-01,0.7373
North Carolina,37,2021-04-02,0.7064
North Carolina,37,2021-04-03,0.7514
North Carolina,37,2021-04-04,0.6921
North Carolina,37,2021-04-05,0.6856
North Carolina,37,2021-04-06,0.6934
North Carolina,37,2021-04-07,0.6861
North Carolina,37,2021-04-08,0.6959
North Carolina,37,2021-04-09,0.7351
North Carolina,37,2021-04-10,0.7069
North Carolina,37,2021-04-11,0.7939
North Carolina,37,2021-04-12,0.8376
North Carolina,37,2021-04-13,0.8622
North Carolina,37,2021-04-14,0.8845
North Carolina,37,2021-04-15,0.8773
North Carolina,37,2021-04-16,0.8742
North Carolina,37,2021-04-17,0.8457
North Carolina,37,2021-04-18,0.8221
North Carolina,37,2021-04-19,0.7978
North Carolina,37,2021-04-20,0.7872
North Carolina,37,2021-04-21,0.7514
North Carolina,37,2021-04-22,0.7352
North Carolina,37,2021-04-23,0.7161
North Carolina,37,2021-04-24,0.6845
North Carolina,37,2021-04-25,0.6587
North Carolina,37,2021-04-26,0.6367
